# time,theta_1,theta_2,omega_1,omega_2
9.209209209209209268e-01,-5.253090292001425610e+01,2.608618943982999738e+01,-4.037864865632469957e+01,-9.605958650883769678e+01
9.609609609609609526e-01,-5.382956023963302528e+01,2.218284247393413722e+01,-2.426212157540031100e+01,-9.898729797895650506e+01
1.001001001001001089e+00,-5.447333579826543826e+01,1.816530184847726304e+01,-7.604347858482722877e+00,-1.018178123183754451e+02
1.041041041041041115e+00,-5.443672485336013978e+01,1.402984416737851348e+01,9.606216703230339604e+00,-1.047846232661429440e+02
1.081081081081081141e+00,-5.369700268888282579e+01,9.767207000856041432e+00,2.735697508445521464e+01,-1.080839878276002821e+02
1.121121121121121167e+00,-5.223422461531625771e+01,5.362588885427078012e+00,4.561118902582222034e+01,-1.118749262743815933e+02
1.161161161161161193e+00,-5.003122596966022684e+01,7.956493239079154289e-01,6.430797903387558279e+01,-1.162792221444137937e+02
1.201201201201201219e+00,-4.707362211543156860e+01,-3.959491214586104757e+00,8.336232438107353460e+01,-1.213814222419166384e+02
1.241241241241241244e+00,-4.334372120057923894e+01,-8.937337950572418421e+00,1.027542534855760010e+02,-1.272810690602453860e+02
1.281281281281281270e+00,-3.882644908192457933e+01,-1.417211310001863644e+01,1.217017781592014387e+02,-1.335912135579020514e+02
1.321321321321321296e+00,-3.363763009016102501e+01,-1.962264721006341972e+01,1.371538961548646114e+02,-1.385405864951997046e+02
1.361361361361361322e+00,-2.795452505243513741e+01,-2.521145149141318242e+01,1.468575301707421090e+02,-1.407941925913968362e+02
1.401401401401401348e+00,-2.200137985249547867e+01,-3.083262723275919726e+01,1.497271201834875285e+02,-1.396721649060166328e+02
1.441441441441441373e+00,-1.604942543069255834e+01,-3.635186580077753860e+01,1.458446234482318573e+02,-1.351497648388468349e+02
1.481481481481481399e+00,-1.038456936769174632e+01,-4.162321387625942037e+01,1.368442299587475190e+02,-1.280884488750962475e+02
1.521521521521521425e+00,-5.132185691692387586e+00,-4.658896645539445558e+01,1.255553436157648548e+02,-1.200793894650286120e+02
1.561561561561561451e+00,-3.332957265263161717e-01,-5.124084575631422922e+01,1.137207816250956824e+02,-1.120991826690812445e+02
1.601601601601601477e+00,4.000378898362509261e+00,-5.558530651910190556e+01,1.023975586157303752e+02,-1.047221923722066208e+02
1.641641641641641725e+00,7.886505567258533134e+00,-5.964349110594421433e+01,9.197723042721445097e+01,-9.813228163609720411e+01
1.681681681681681750e+00,1.136941554406078936e+01,-6.344980429925389842e+01,8.223882998083047369e+01,-9.215612033629480493e+01
1.721721721721721776e+00,1.447806750623435867e+01,-6.702978136586797575e+01,7.314427784047065018e+01,-8.675505656080984807e+01
1.761761761761761802e+00,1.723500718821633981e+01,-7.040444136716709522e+01,6.466261503253466003e+01,-8.189267179743973202e+01
1.801801801801801828e+00,1.966294007479971029e+01,-7.359377446697652658e+01,5.669715011555440753e+01,-7.748930242318076012e+01
1.841841841841841854e+00,2.178100148524791635e+01,-7.661480694087913434e+01,4.916317308288599008e+01,-7.347169255742637972e+01
1.881881881881881879e+00,2.360483051249545028e+01,-7.948178095854335368e+01,4.198565165695801937e+01,-6.977305839008384680e+01
1.921921921921921905e+00,2.514723745331678728e+01,-8.220711602278910846e+01,3.509663770903469526e+01,-6.633597158597841315e+01
1.961961961961961931e+00,2.641893639454464804e+01,-8.479934232889712575e+01,2.847694232358496080e+01,-6.311227747146843114e+01
2.002002002002002179e+00,2.743038128339838977e+01,-8.726535348340995313e+01,2.211783092341612900e+01,-6.005808189185331969e+01
2.042042042042042205e+00,2.819200424589131515e+01,-8.961090386204666913e+01,1.601332190186796467e+01,-5.713337963875834191e+01
2.082082082082082231e+00,2.871421558683074338e+01,-9.184060860970294016e+01,1.016018662281238427e+01,-5.430205445013443466e+01
2.122122122122122256e+00,2.900740378981794620e+01,-9.395794364045096358e+01,4.557949420653702788e+00,-5.153187901025837192e+01
2.162162162162162282e+00,2.908193551724815862e+01,-9.596524563753949622e+01,-7.911123996714877205e-01,-4.879451494973263692e+01
2.202202202202202308e+00,2.894815561031060724e+01,-9.786371205339388268e+01,-5.881968562694261493e+00,-4.606551284548551450e+01
2.242242242242242334e+00,2.861638708898849259e+01,-9.965340110961599862e+01,-1.070683582241340837e+01,-4.332431222077105559e+01
2.282282282282282360e+00,2.809693115205897840e+01,-1.013332317969842649e+02,-1.525517796229541112e+01,-4.055424154516906299e+01
2.322322322322322385e+00,2.740009180140273770e+01,-1.029011559893262273e+02,-1.951337006550309283e+01,-3.774168784460806592e+01
2.362362362362362411e+00,2.653782122722343217e+01,-1.043558746331816138e+02,-2.345813407039331722e+01,-3.486671491003405521e+01
2.402402402402402437e+00,2.552470442209666146e+01,-1.056941982427623827e+02,-2.706342362550815395e+01,-3.191642891719137864e+01
2.442442442442442463e+00,2.437550030198410411e+01,-1.069123796371537196e+02,-3.030921522410568514e+01,-2.888248935544780949e+01
2.482482482482482489e+00,2.310490180206504363e+01,-1.080067112489403485e+02,-3.318145657463185927e+01,-2.575861132439599643e+01
2.522522522522522515e+00,2.172753587673639686e+01,-1.089735251242065175e+02,-3.567206660072051960e+01,-2.254056553385345651e+01
2.562562562562562540e+00,2.025796349961269982e+01,-1.098091929225360701e+02,-3.777893544119339708e+01,-1.922617830386257509e+01
2.602602602602602566e+00,1.871067966352611123e+01,-1.105101259170123171e+02,-3.950592445006009967e+01,-1.581533156469059875e+01
2.642642642642642592e+00,1.710011338052639118e+01,-1.110727749942181646e+02,-4.086286619651810526e+01,-1.230996285682964775e+01
2.682682682682682618e+00,1.544062768188094914e+01,-1.114936306542360711e+02,-4.186556446495281136e+01,-8.714065330996715986e+00
2.722722722722722644e+00,1.374651961807480305e+01,-1.117692230106479769e+02,-4.253579425493747124e+01,-5.033687748133682582e+00
2.762762762762762669e+00,1.203202025881058290e+01,-1.118961217905354317e+02,-4.290130178123321514e+01,-1.276934479407231482e+00
2.802802802802802695e+00,1.031073953035646440e+01,-1.118709451574312936e+02,-4.299424503451604096e+01,2.546033552996416649e+00
2.842842842842842721e+00,8.590809737773758670e+00,-1.116910774699579605e+02,-4.284098394921320363e+01,6.422912200467796318e+00
2.882882882882882747e+00,6.880868632609199231e+00,-1.113551459395879277e+02,-4.248104691883327177e+01,1.034104569253218386e+01
2.922922922922922773e+00,5.188696702848638154e+00,-1.108620350949866804e+02,-4.195700856330494588e+01,1.428938979976965662e+01
2.962962962962962798e+00,3.520298499371683931e+00,-1.102107961305018904e+02,-4.131129292930514652e+01,1.825863057244828980e+01
3.003003003003002824e+00,1.879902635951695045e+00,-1.094006469061633027e+02,-4.058617349025902854e+01,2.224118434052418181e+01
3.043043043043042850e+00,2.699617892557835686e-01,-1.084309719476828775e+02,-3.982377314633995979e+01,2.623119771364140007e+01
3.083083083083082876e+00,-1.308847301155189990e+00,-1.073013224464546624e+02,-3.906606422446954952e+01,3.022454758113205742e+01
3.123123123123122902e+00,-2.857623832826610144e+00,-1.060114162595548635e+02,-3.835486847831764834e+01,3.421884111201622858e+01
3.163163163163162928e+00,-4.379242940410123630e+00,-1.045611379097418165e+02,-3.773185708830229856e+01,3.821341575500204613e+01
3.203203203203202953e+00,-5.878355695663606717e+00,-1.029505385854560160e+02,-3.723855066158980520e+01,4.220933923848559743e+01
3.243243243243243423e+00,-7.361389107451207003e+00,-1.011798361408201004e+02,-3.691631923209468624e+01,4.620940957055099574e+01
3.283283283283283449e+00,-8.834669714419202791e+00,-9.924997067670712170e+01,-3.679106508515607032e+01,5.021203598041466876e+01
3.323323323323323475e+00,-1.029944751203925968e+01,-9.716311270670762212e+01,-3.683617124147016852e+01,5.420171764964681671e+01
3.363363363363363501e+00,-1.177243256091659696e+01,-9.491559368511062189e+01,-3.714138885214728703e+01,5.821902111173626082e+01
3.403403403403403527e+00,-1.327122281775746337e+01,-9.250329909224396374e+01,-3.778771444022847703e+01,6.230206671911242466e+01
3.443443443443443552e+00,-1.481161565347078302e+01,-8.992256565880059327e+01,-3.882496412282216625e+01,6.647688911398060441e+01
3.483483483483483578e+00,-1.640760785316816950e+01,-8.717018136583838839e+01,-4.027177361110418019e+01,7.075743722832201854e+01
3.523523523523523604e+00,-1.807139561616392598e+01,-8.424338544478027302e+01,-4.211559821031772799e+01,7.514557428389380789e+01
3.563563563563563630e+00,-1.981337455597500963e+01,-8.113986837741413183e+01,-4.431271281977340237e+01,7.963107779222902138e+01
3.603603603603603656e+00,-2.164213970032109202e+01,-7.785777189589290970e+01,-4.678821193284918678e+01,8.419163955463655213e+01
3.643643643643643681e+00,-2.356448549112451119e+01,-7.439568898273448383e+01,-4.943600963699043405e+01,8.879286566220126531e+01
3.683683683683683707e+00,-2.558540578451029290e+01,-7.075266387082179165e+01,-5.211883961370993035e+01,9.338827649578391288e+01
3.723723723723723733e+00,-2.770809385080614007e+01,-6.692819204340273131e+01,-5.466825513858778862e+01,9.791930672602113361e+01
3.763763763763763759e+00,-2.993394237454243623e+01,-6.292222023409022569e+01,-5.688462908127154805e+01,1.023153053133255526e+02
3.803803803803803785e+00,-3.225327798303003135e+01,-5.873823193174451518e+01,-5.848510147271803561e+01,1.064534552371616201e+02
3.843843843843843811e+00,-3.461036544024278783e+01,-5.440075495775388248e+01,-5.881520810994182824e+01,1.100139849213752399e+02
3.883883883883883836e+00,-3.693229163416477689e+01,-4.994335809295380102e+01,-5.726105844082157859e+01,1.127046315366476392e+02
3.923923923923923862e+00,-3.914109704064068751e+01,-4.540176064368909437e+01,-5.343476404549865322e+01,1.143448145979020723e+02
3.963963963963963888e+00,-4.115377583960803065e+01,-4.081383228233931248e+01,-4.717444319566032362e+01,1.148656372990859325e+02
4.004004004004004358e+00,-4.288227591509711090e+01,-3.621959304731879570e+01,-3.854422085453961699e+01,1.143098865131707100e+02
4.044044044044044384e+00,-4.423349885523096248e+01,-3.166121334307678481e+01,-2.783422867691578517e+01,1.128320327921520629e+02
4.084084084084084409e+00,-4.511273584626644606e+01,-2.718129294539348351e+01,-1.555719521004848360e+01,1.106939789422532670e+02
4.124124124124124435e+00,-4.547554763105052444e+01,-2.279737285968424843e+01,-2.254456715495146923e+00,1.081208336791053597e+02
4.164164164164164461e+00,-4.529318504053263439e+01,-1.852190174296708847e+01,1.172816310856242872e+01,1.052056464557241924e+02
4.204204204204204487e+00,-4.454138447028254433e+01,-1.436926164141692652e+01,2.609535345601982215e+01,1.020061134933949916e+02
4.244244244244244513e+00,-4.320721479494810069e+01,-1.035238538646486006e+01,4.058601743554210373e+01,9.854959472866703152e+01
4.284284284284284539e+00,-4.128907736825519237e+01,-6.482756594798134486e+00,5.497327207056378739e+01,9.483311381335379053e+01
4.324324324324324564e+00,-3.879670602300774362e+01,-2.770409668360142685e+00,6.906444829928892659e+01,9.082335811453280883e+01
4.364364364364364590e+00,-3.575116707108774250e+01,7.760702056495356604e-01,8.270109097469098458e+01,8.645667871454571696e+01
4.404404404404404616e+00,-3.217963920341712480e+01,4.146285019779384129e+00,9.576090183973990122e+01,8.168435260211526838e+01
4.444444444444444642e+00,-2.810077674936799852e+01,7.318874306562549670e+00,1.081414915005255750e+02,7.653649703739682764e+01
4.484484484484484668e+00,-2.353898285567079185e+01,1.027543169360387232e+01,1.197150629914360422e+02,7.106847070737980232e+01
4.524524524524524693e+00,-1.852831506739456913e+01,1.300491128001973173e+01,1.303208828364982139e+02,6.538260861719646755e+01
4.564564564564564719e+00,-1.311248012175366817e+01,1.550362688161888869e+01,1.397652836326031718e+02,5.962836214845854954e+01
4.604604604604604745e+00,-7.344833948107692301e+00,1.777525203090247885e+01,1.478216640495064098e+02,5.400229905925716167e+01
4.644644644644644771e+00,-1.288381667961494559e+00,1.983081997706403143e+01,1.542304888298276637e+02,4.874810348416292527e+01
4.684684684684684797e+00,4.984340092115790100e+00,2.168871949035586866e+01,1.587001271010324501e+02,4.415646547294247881e+01
4.724724724724724823e+00,1.139201598755708567e+01,2.337933805667859843e+01,1.609456202591863985e+02,4.052923408764225854e+01
4.764764764764764848e+00,1.783699491234779799e+01,2.495009337263450533e+01,1.607372168487607098e+02,3.806416048578545741e+01
4.804804804804804874e+00,2.422091513224499337e+01,2.644894084610904628e+01,1.579916959133553576e+02,3.684105725805021336e+01
4.844844844844844900e+00,3.044946361422266889e+01,2.792147207697401257e+01,1.527962657939514486e+02,3.682580523279603568e+01
4.884884884884884926e+00,3.643237602647175777e+01,2.941091485708754050e+01,1.454085641289114506e+02,3.787035347606386892e+01
4.924924924924924952e+00,4.208343673840014532e+01,3.095813317029410427e+01,1.362566578539790498e+02,3.971271929157606451e+01
4.964964964964964977e+00,4.733392961268263122e+01,3.259393390127218737e+01,1.258313072528964938e+02,4.201646172140621616e+01
5.005005005005005003e+00,5.214812169420178378e+01,3.432628272005964476e+01,1.144649034834316694e+02,4.452534827316354438e+01
5.045045045045045029e+00,5.649472917388240489e+01,3.615846205974262517e+01,1.024591056504060873e+02,4.704539607700665016e+01
5.085085085085085055e+00,6.035116774188833233e+01,3.808923247539215140e+01,9.005547894519091301e+01,4.943268132498958067e+01
5.125125125125125081e+00,6.370361310720638670e+01,4.011280494394796392e+01,7.743507360848875010e+01,5.159341017791604855e+01
5.165165165165165106e+00,6.654700099764636434e+01,4.221884086421847115e+01,6.471842493033365429e+01,5.348391876533941058e+01
5.205205205205205132e+00,6.888540479712844444e+01,4.439201565575879727e+01,5.198781719289030434e+01,5.509398585414788840e+01
5.245245245245245158e+00,7.072129862820170842e+01,4.662018542172189939e+01,3.931097903654376324e+01,5.643658034903285170e+01
5.285285285285285184e+00,7.204902246378425446e+01,4.890021930018806273e+01,2.667024164817065213e+01,5.759575986044207951e+01
5.325325325325325210e+00,7.286619989906515116e+01,5.122869164871586634e+01,1.406671066542568482e+01,5.863609017033690662e+01
5.365365365365365236e+00,7.317427030898052465e+01,5.360142883874544140e+01,1.527389690668225164e+00,5.959688321394303756e+01
5.405405405405405261e+00,7.297848884821348747e+01,5.601350925559845706e+01,-1.089481970903761265e+01,6.049219707975041160e+01
5.445445445445445287e+00,7.228792645119422389e+01,5.845926329847814884e+01,-2.312111800192306887e+01,6.131083600951337331e+01
5.485485485485485313e+00,7.111546983209989037e+01,6.093227338046930441e+01,-3.504680769151470088e+01,6.201635039825053752e+01
5.525525525525525339e+00,6.947782148485472931e+01,6.342537392853822809e+01,-4.654129331663429525e+01,6.254703679424486040e+01
5.565565565565565365e+00,6.739549968312996953e+01,6.593065138353284738e+01,-5.744808145139904809e+01,6.281593789904360392e+01
5.605605605605605390e+00,6.489283848034388313e+01,6.843944420018256380e+01,-6.758478070522129144e+01,6.271084256745837138e+01
5.645645645645645416e+00,6.200025641337433058e+01,7.094013638145382572e+01,-7.672035394035755473e+01,6.207800925590988328e+01
5.685685685685685442e+00,5.876615781047213005e+01,7.340465421408077873e+01,-8.465417236039905902e+01,6.075943554025301552e+01
5.725725725725725468e+00,5.524057449670237219e+01,7.580099913687439539e+01,-9.140182024982020437e+01,5.872496460243441874e+01
5.765765765765765494e+00,5.146904720396153721e+01,7.809925887900037367e+01,-9.702135425352024356e+01,5.597173348585006636e+01
5.805805805805805520e+00,4.749285318730066052e+01,8.027142271159473808e+01,-1.016012055880008376e+02,5.251649527069921675e+01
5.845845845845845545e+00,4.334900622492529010e+01,8.229138144776383967e+01,-1.052601800413660555e+02,4.839561907398434926e+01
5.885885885885885571e+00,3.907025661819554330e+01,8.413492744258432765e+01,-1.081474579733224601e+02,4.366509004951120687e+01
5.925925925925925597e+00,3.468509119162601451e+01,8.577975459310319195e+01,-1.104425943151790079e+02,3.840050938788874646e+01
5.965965965965965623e+00,3.021773329288590304e+01,8.720545833833773486e+01,-1.123555185698470211e+02,3.269709431652918141e+01
6.006006006006005649e+00,2.568442277510784422e+01,8.839474076754018483e+01,-1.140664502535294673e+02,2.665522206361606550e+01
6.046046046046045674e+00,2.108753728401783789e+01,8.933565226462603448e+01,-1.155642775073012274e+02,2.032196234841849858e+01
6.086086086086085700e+00,1.643354903760114283e+01,9.001733856649269683e+01,-1.168405747820659997e+02,1.373853652122797975e+01
6.126126126126125726e+00,1.173171870211232992e+01,9.043106012532116722e+01,-1.178703813089069286e+02,6.952519307359128042e+00
6.166166166166165752e+00,6.993861063171929793e+00,9.057027353235176292e+01,-1.186088564413001905e+02,1.737131775039343559e-02
6.206206206206205778e+00,2.234345025766351078e+00,9.043063151788416576e+01,-1.189912796551150507e+02,-7.007560951035942232e+00
6.246246246246245803e+00,-2.529906385752033859e+00,9.000998295127733684e+01,-1.189330505486139060e+02,-1.405704511681379465e+01
6.286286286286285829e+00,-7.279416027664947109e+00,8.930837284094957340e+01,-1.183296888424521995e+02,-2.105996291177321922e+01
6.326326326326325855e+00,-1.199215263688819100e+01,8.832804233437852304e+01,-1.170568343796784347e+02,-2.793931018248053277e+01
6.366366366366365881e+00,-1.664423725920877928e+01,8.707275154121401783e+01,-1.149940908849023629e+02,-3.461452865742271001e+01
6.406406406406405907e+00,-2.120037548293299068e+01,8.555373796577941903e+01,-1.120575583035236491e+02,-4.099978127318551202e+01
6.446446446446446821e+00,-2.561789069995668555e+01,8.378798522696303053e+01,-1.081685401070224657e+02,-4.701557512444330911e+01
6.486486486486486847e+00,-2.985500431747140837e+01,8.179291323468561359e+01,-1.032721893991929818e+02,-5.259955539581766715e+01
6.526526526526526872e+00,-3.387088016240989674e+01,7.958634777822435069e+01,-9.733776029824699094e+01,-5.770656465304670490e+01
6.566566566566566898e+00,-3.762562448144567639e+01,7.718652052621287396e+01,-9.035860793681425207e+01,-6.230864284298451850e+01
6.606606606606606924e+00,-4.108028594099312869e+01,7.461206902664137885e+01,-8.235218846194236164e+01,-6.639502729360135902e+01
6.646646646646646950e+00,-4.419685562720755456e+01,7.188203670685649627e+01,-7.336005903509675363e+01,-6.997215271398364678e+01
6.686686686686686976e+00,-4.693826704598511412e+01,6.901587287356137779e+01,-6.344787783216079902e+01,-7.306365119433387179e+01
6.726726726726727001e+00,-4.926839612296284088e+01,6.603343271281559623e+01,-5.270540404343567786e+01,-7.571035220597067905e+01
6.766766766766767027e+00,-5.115214213384166442e+01,6.295458174838244503e+01,-4.124066035859194557e+01,-7.797236053261688937e+01
6.806806806806807053e+00,-5.256104546786190923e+01,5.979247365471563569e+01,-2.912206889480916772e+01,-7.995144071730467772e+01
6.846846846846847079e+00,-5.347666952979467681e+01,5.655658558022192750e+01,-1.647900349197296421e+01,-8.174547123471468524e+01
6.886886886886887105e+00,-5.388187079725003059e+01,5.325217794197107679e+01,-3.426476742766155770e+00,-8.345867657673768747e+01
6.926926926926927131e+00,-5.375992042556943318e+01,4.987907526230798538e+01,9.962473514478368486e+00,-8.521004519406150735e+01
6.966966966966967156e+00,-5.309450424782585998e+01,4.643166616885266507e+01,2.365678419577756486e+01,-8.713332949617115730e+01
7.007007007007007182e+00,-5.186972277482374238e+01,4.289890339450023049e+01,3.766736697149830349e+01,-8.937704585134869717e+01
7.047047047047047208e+00,-5.007009119509897488e+01,3.926430377742096312e+01,5.204710826635734122e+01,-9.210447458667333365e+01
7.087087087087087234e+00,-4.768053937491891503e+01,3.550594826106024726e+01,6.689086925942132211e+01,-9.549365998802136346e+01
7.127127127127127260e+00,-4.468641185828240481e+01,3.159648189413858432e+01,8.233548588410667435e+01,-9.973741030006620178e+01
7.167167167167167285e+00,-4.107160419504210580e+01,2.750324845857123179e+01,9.849975324989655689e+01,-1.049900635084761404e+02
7.207207207207207311e+00,-3.678745091404510248e+01,2.317445856892216582e+01,1.157395578412018864e+02,-1.114809555063614113e+02
7.247247247247247337e+00,-3.177658034523521380e+01,1.855158087965729763e+01,1.343454311904348515e+02,-1.194036478442396572e+02
7.287287287287287363e+00,-2.600692732894379233e+01,1.359088800048577994e+01,1.537812575560782591e+02,-1.284445219875123883e+02
7.327327327327327389e+00,-1.947238641185890984e+01,8.263961289188456405e+00,1.726624913567878536e+02,-1.377679278252662698e+02
7.367367367367367414e+00,-1.221509739868336553e+01,2.571266327383011863e+00,1.883157682520644016e+02,-1.457542214042101989e+02
7.407407407407407440e+00,-4.507170609070206169e+00,-3.347568740796915687e+00,1.954988180265112305e+02,-1.492614893685453126e+02
7.447447447447447466e+00,3.269738903340645653e+00,-9.287082427322838285e+00,1.916086869588418153e+02,-1.467230359575271166e+02
7.487487487487487492e+00,1.071046832004206983e+01,-1.502816552069857181e+01,1.784928406601954975e+02,-1.392159454214628624e+02
7.527527527527527518e+00,1.751098522272656055e+01,-2.041059370003769757e+01,1.609727101824147439e+02,-1.296062891109426971e+02
7.567567567567567544e+00,2.359124575710659144e+01,-2.540809843923675260e+01,1.425513495098557541e+02,-1.200004674334937249e+02
7.607607607607607569e+00,2.894428327499529985e+01,-3.003844329622874909e+01,1.250220651436468842e+02,-1.114774977607935824e+02
7.647647647647647595e+00,3.361851625827769396e+01,-3.435211217365382197e+01,1.087000356706455477e+02,-1.042266694436397927e+02
7.687687687687687621e+00,3.766302168112669335e+01,-3.840064736037731308e+01,9.347712254426227219e+01,-9.817894729614356208e+01
7.727727727727727647e+00,4.111617964054972418e+01,-4.222870777643772300e+01,7.914812840496313129e+01,-9.319205402656902493e+01
7.767767767767767673e+00,4.400984511510213082e+01,-4.587539683875763075e+01,6.550203226840031334e+01,-8.910178415763219562e+01
7.807807807807807698e+00,4.636803682201750121e+01,-4.937346310152926065e+01,5.235756161548283671e+01,-8.574338577806420858e+01
7.847847847847847724e+00,4.820838803169247200e+01,-5.274967910305025498e+01,3.955578945016876702e+01,-8.295727926200696345e+01
7.887887887887887750e+00,4.954330527067926937e+01,-5.602397839144788350e+01,2.702276488351094841e+01,-8.060792579347391040e+01
7.927927927927927776e+00,5.038144733471433057e+01,-5.920993600714423621e+01,1.477412904045553077e+01,-7.856874950483380360e+01
7.967967967967967802e+00,5.073360544424564722e+01,-6.231729816169444547e+01,2.836398397295783802e+00,-7.672223536471015848e+01
8.008008008008008716e+00,5.061285390357419089e+01,-6.535203991512985056e+01,-8.754766747907680724e+00,-7.496016917623140330e+01
8.048048048048048742e+00,5.003455010085387755e+01,-6.831636517595775615e+01,-1.995456227532582716e+01,-7.318363757703113492e+01
8.088088088088088767e+00,4.901633450809156756e+01,-7.120870670116173073e+01,-3.070904024336281779e+01,-7.130302803924772093e+01
8.128128128128128793e+00,4.757813068114707988e+01,-7.402372609620150001e+01,-4.095510888865496923e+01,-6.923802886952464064e+01
8.168168168168168819e+00,4.574214525973316370e+01,-7.675231381501288297e+01,-5.062053262607085458e+01,-6.691762920901027201e+01
8.208208208208208845e+00,4.353286796741554809e+01,-7.938158916000784870e+01,-5.962393204871161601e+01,-6.428011903335807631e+01
8.248248248248248871e+00,4.097551561137812826e+01,-8.189827352580452668e+01,-6.788102851219036893e+01,-6.126243750885554107e+01
8.288288288288288896e+00,3.810158244004829697e+01,-8.428897820707480548e+01,-7.532179787725158349e+01,-5.782679832780224416e+01
8.328328328328328922e+00,3.494986528046684526e+01,-8.653421754628843132e+01,-8.188841569934211861e+01,-5.398328489133053409e+01
8.368368368368368948e+00,3.155807130216551570e+01,-8.861609872847434133e+01,-8.754247907330579892e+01,-4.974823461574356287e+01
8.408408408408408974e+00,2.796267592148505443e+01,-9.051850006166134222e+01,-9.226522069164057882e+01,-4.514343666621910955e+01
8.448448448448449000e+00,2.419892280157532127e+01,-9.222707097687796818e+01,-9.605750884449837201e+01,-4.019613195680962292e+01
8.488488488488489025e+00,2.030082385239522225e+01,-9.372923202815263721e+01,-9.893984741968519359e+01,-3.493901315044227829e+01
8.528528528528529051e+00,1.630115923071273087e+01,-9.501417489251353743e+01,-1.009523759026610890e+02,-2.941022465891887450e+01
8.568568568568569077e+00,1.223147734010490240e+01,-9.607286236998868389e+01,-1.021548693765401623e+02,-2.365336264291591561e+01
8.608608608608609103e+00,8.122094830957831135e+00,-9.689802838360589021e+01,-1.026267385220905197e+02,-1.771747501198454700e+01
8.648648648648649129e+00,4.002096600466700238e+00,-9.748417797939279694e+01,-1.024670296177343545e+02,-1.165706142455064942e+01
8.688688688688689155e+00,-1.006642073642441126e-01,-9.782758732637682897e+01,-1.017944245395478617e+02,-5.532073287914689885e+00
8.728728728728729180e+00,-4.160158812482405821e+00,-9.792626331978523524e+01,-1.007414354866957353e+02,5.915306352977732773e-01
8.768768768768769206e+00,-8.166080066985468733e+00,-9.778018211587155406e+01,-9.934436708002050409e+01,6.645302818445520288e+00
8.808808808808809232e+00,-1.211254573784957778e+01,-9.739323821427076666e+01,-9.766777956676800443e+01,1.259366383840532144e+01
8.848848848848849258e+00,-1.599149989056566845e+01,-9.677076928577452009e+01,-9.579003617574898044e+01,1.840934029374233205e+01
8.888888888888889284e+00,-1.979525504475370923e+01,-9.591896286792932358e+01,-9.376793753385686614e+01,2.406595369427877529e+01
8.928928928928929309e+00,-2.351649217416270332e+01,-9.484485636503656281e+01,-9.163672166606784231e+01,2.953802046109393231e+01
8.968968968968969335e+00,-2.714826070667070823e+01,-9.355633704815254248e+01,-8.941006399544076544e+01,3.480095192652416358e+01
9.009009009009009361e+00,-3.068397852428479311e+01,-9.206214205508838688e+01,-8.708007734311722459e+01,3.983105433416289287e+01
9.049049049049049387e+00,-3.411743196314110094e+01,-9.037185839041012514e+01,-8.461731192832154136e+01,4.460552883886061437e+01
9.089089089089089413e+00,-3.744277581350479522e+01,-8.849592292543870542e+01,-8.197075536836072729e+01,4.910247150672491045e+01
9.129129129129129439e+00,-4.065453331977005291e+01,-8.644562239824986705e+01,-7.906783267862451225e+01,5.330087331512039128e+01
9.169169169169169464e+00,-4.374759618046014964e+01,-8.423309341367432523e+01,-7.581440627258534448e+01,5.718062015266878717e+01
9.209209209209209490e+00,-4.671232845199337191e+01,-8.187093817676681340e+01,-7.210440007296529075e+01,6.070705991850581285e+01
9.249249249249249516e+00,-4.951926514222161302e+01,-7.937549910010316978e+01,-6.781043620440605935e+01,6.381039394382858632e+01
9.289289289289289542e+00,-5.213649727278812662e+01,-7.676666249009825549e+01,-6.279508483267575514e+01,6.644819730778480960e+01
9.329329329329329568e+00,-5.453217135279142269e+01,-7.406379126702215387e+01,-5.696045524308751595e+01,6.859626232419186920e+01
9.369369369369369593e+00,-5.667434635656353237e+01,-7.128564779343020064e+01,-5.024923532890189648e+01,7.024783780619736717e+01
9.409409409409409619e+00,-5.853099372367005770e+01,-6.845039387416294119e+01,-4.264469159132690379e+01,7.141362906627908558e+01
9.449449449449449645e+00,-6.006999735891014325e+01,-6.557559075634617329e+01,-3.417066913951800444e+01,7.212179791624491543e+01
9.489489489489489671e+00,-6.125915363231649735e+01,-6.267819912939091864e+01,-2.489159169057808541e+01,7.241796266723295616e+01
9.529529529529529697e+00,-6.206617137915539217e+01,-5.977457912499340864e+01,-1.491246156955751090e+01,7.236519812971148724e+01
9.569569569569569722e+00,-6.245872508101940923e+01,-5.688046219546782112e+01,-4.378896817763631155e+00,7.204403262590244594e+01
9.609609609609609748e+00,-6.242380897277706708e+01,-5.400126835384639179e+01,6.542986923877520233e+00,7.152720790790380079e+01
9.649649649649649774e+00,-6.195073243136912566e+01,-5.114328828310547692e+01,1.777497749223016754e+01,7.081539037387850044e+01
9.689689689689689800e+00,-6.102068012340282621e+01,-4.831892094842702789e+01,2.925662495067658142e+01,6.990004918748215346e+01
9.729729729729729826e+00,-5.962116359423605871e+01,-4.553875371708767972e+01,4.091042316392430678e+01,6.878127562001731121e+01
9.769769769769769852e+00,-5.774602126797727664e+01,-4.281156235845866576e+01,5.264180979800619298e+01,6.746778305043358159e+01
9.809809809809809877e+00,-5.539541844748556088e+01,-4.014431104400591721e+01,6.433916632028035565e+01,6.597690696532754373e+01
9.849849849849849903e+00,-5.257584731437056291e+01,-3.754215234728998496e+01,7.587381799943027261e+01,6.433460495894274800e+01
