# time,theta_1,theta_2,omega_1,omega_2
9.889889889889889929e+00,-4.930012692899255455e+01,-3.500842724396606087e+01,8.710003390546455648e+01,6.257545673316980839e+01
9.929929929929929955e+00,-4.558740323046237819e+01,-3.254466511178401333e+01,9.785502690971732420e+01,6.074266409754625329e+01
9.969969969969969981e+00,-4.146279717957825284e+01,-3.015110423687652030e+01,1.079677013304281843e+02,5.888594656145021844e+01
1.001001001001001001e+01,-3.695352507997260716e+01,-2.783075694819028456e+01,1.173000407119474886e+02,5.709393176928982427e+01
1.005005005005005003e+01,-3.209802031331862082e+01,-2.557440068571260383e+01,1.255185093587645184e+02,5.558315223898822666e+01
1.009009009009009006e+01,-2.694467535704955807e+01,-2.336613961492693647e+01,1.323018181193950227e+02,5.454952730313874554e+01
1.013013013013013008e+01,-2.155028131772948186e+01,-2.118619159999636281e+01,1.373995565278372908e+02,5.414178441716176593e+01
1.017017017017017011e+01,-1.598002793105328578e+01,-1.901088820376358512e+01,1.406321928035723943e+02,5.446145915930471659e+01
1.021021021021021014e+01,-1.030750356184662664e+01,-1.681267468775093121e+01,1.418910738515640162e+02,5.556289523064207003e+01
1.025025025025025016e+01,-4.614695204065999867e+00,-1.456011001216035794e+01,1.411384252622584370e+02,5.745324445507535671e+01
1.029029029029029019e+01,1.008011519201327255e+00,-1.221786683587345301e+01,1.384073513115846765e+02,6.009246677933316505e+01
1.033033033033033021e+01,6.468668502886487204e+00,-9.749658002748162744e+00,1.338184352804707089e+02,6.337506714996354873e+01
1.037037037037037024e+01,1.171434990799014741e+01,-7.140147702560534881e+00,1.276219121590396952e+02,6.707175015545610108e+01
1.041041041041041026e+01,1.668288829581315724e+01,-4.377214267661552860e+00,1.199975264922063332e+02,7.103735025604962061e+01
1.045045045045045029e+01,2.131694771617566886e+01,-1.451992233129208554e+00,1.111226511786997122e+02,7.514769255733510533e+01
1.049049049049049032e+01,2.556914128794895547e+01,1.639394327135832663e+00,1.011886222494105567e+02,7.928265267922778037e+01
1.053053053053053034e+01,2.940203119905540419e+01,4.895831800410237022e+00,9.040073886739124021e+01,8.332615675596716187e+01
1.057057057057057037e+01,3.278812870646848410e+01,8.311217035147979715e+00,7.897826332785581371e+01,8.716618143611704284e+01
1.061061061061061039e+01,3.570989413621281017e+01,1.187445734098039374e+01,6.715442105817990637e+01,9.069475388256550730e+01
1.065065065065065042e+01,3.815922185707777459e+01,1.556958385963965519e+01,5.514536272681384332e+01,9.383658808640493021e+01
1.069069069069069045e+01,4.012930834578549621e+01,1.938228690216822159e+01,4.305131818518304954e+01,9.665883828960774338e+01
1.073073073073073047e+01,4.161654691172643084e+01,2.330244792856987246e+01,3.107437641031458142e+01,9.916124393725658592e+01
1.077077077077077050e+01,4.262780915987918462e+01,2.731756094863290230e+01,1.943828220461344003e+01,1.013147199169307839e+02
1.081081081081081052e+01,4.318067300145628451e+01,3.141237744421163924e+01,8.373287243285604475e+00,1.030735908077580518e+02
1.085085085085085055e+01,4.330342265390417111e+01,3.556890636922647531e+01,-1.883849925661956082e+00,1.043755908804144497e+02
1.089089089089089057e+01,4.303504864090318449e+01,3.976641414966381660e+01,-1.108986388142126955e+01,1.051418640971244685e+02
1.093093093093093060e+01,4.242524779236756416e+01,4.398142468357614376e+01,-1.899498233038340800e+01,1.052769641116609307e+02
1.097097097097097063e+01,4.153105834270717622e+01,4.818759674078265220e+01,-2.537083345730780337e+01,1.046825526961249722e+02
1.101101101101101065e+01,4.041305280742366790e+01,5.235498289447566123e+01,-3.021184738719435003e+01,1.033566964978019769e+02
1.105105105105105068e+01,3.913134901441646463e+01,5.645493549711242309e+01,-3.364537944281927651e+01,1.013574409768869629e+02
1.109109109109109070e+01,3.773792836679660923e+01,6.046248377484441505e+01,-3.584084410146203936e+01,9.876146838740845624e+01
1.113113113113113073e+01,3.627655555153784661e+01,6.435634427526682089e+01,-3.700937282706897946e+01,9.566394422147111243e+01
1.117117117117117076e+01,3.478277853947663800e+01,6.811892086741859487e+01,-3.740381407025342497e+01,9.217851720925568770e+01
1.121121121121121078e+01,3.328392858531211118e+01,7.173630474178241911e+01,-3.731873326829553150e+01,8.843731931901902499e+01
1.125125125125125081e+01,3.179582634306114386e+01,7.519970643705255497e+01,-3.702045182735851370e+01,8.455754420614906053e+01
1.129129129129129083e+01,3.032117374390725928e+01,7.850604674477496303e+01,-3.665041578967373681e+01,8.059386498507456054e+01
1.133133133133133086e+01,2.885959318790213146e+01,8.165328625123063944e+01,-3.632859506292839313e+01,7.659039680929171823e+01
1.137137137137137088e+01,2.740802472742241847e+01,8.464018533821318613e+01,-3.614614727696331897e+01,7.257858540338546049e+01
1.141141141141141091e+01,2.596072572162975334e+01,8.746630433072546396e+01,-3.616541047824669164e+01,6.857720368706682734e+01
1.145145145145145094e+01,2.450927083647074767e+01,9.013200349697969216e+01,-3.641990312987407208e+01,6.459235177517284399e+01
1.149149149149149096e+01,2.304265694896659866e+01,9.263844072012369679e+01,-3.691467124533146205e+01,6.061776543981654441e+01
1.153153153153153099e+01,2.155240621934479606e+01,9.498673993139598792e+01,-3.764819436364729910e+01,5.665025639160617743e+01
1.157157157157157101e+01,2.002894092282077310e+01,9.717639274920804837e+01,-3.861399874249422481e+01,5.268090450342448605e+01
1.161161161161161104e+01,1.846184975758507818e+01,9.920648977695678639e+01,-3.979552029759442888e+01,4.869625976681746238e+01
1.165165165165165106e+01,1.684222133383548581e+01,1.010759798080324572e+02,-4.117192641837865352e+01,4.468513692421052497e+01
1.169169169169169109e+01,1.516264417377702323e+01,1.027836698258186630e+02,-4.271811596798623611e+01,4.063861546890851173e+01
1.173173173173173112e+01,1.341720671162198109e+01,1.043282250036923244e+02,-4.440471928326510209e+01,3.655003964509563019e+01
1.177177177177177114e+01,1.160149729358987791e+01,1.057081687050236951e+02,-4.619809817477172942e+01,3.241501844783552144e+01
1.181181181181181117e+01,9.712604177907483205e+00,1.069218824831763754e+02,-4.806034592677119832e+01,2.823142562307125303e+01
1.185185185185185119e+01,7.749115534808826311e+00,1.079676060815072987e+02,-4.994928729723714866e+01,2.399939966762527632e+01
1.189189189189189122e+01,5.711119446535168898e+00,1.088434374333667307e+02,-5.181847851785181547e+01,1.972134382919947981e+01
1.193193193193193125e+01,3.600203907335032927e+00,1.095473326620982988e+02,-5.361720729400600050e+01,1.540192610637512516e+01
1.197197197197197127e+01,1.419425347802946824e+00,1.100771236890350764e+02,-5.529262186022320691e+01,1.104694607118363692e+01
1.201201201201201130e+01,-8.261141893658306978e-01,1.104312613092356514e+02,-5.681220182144905095e+01,6.655191148183217997e+00
1.205205205205205132e+01,-3.127363206860498401e+00,1.106094214907388533e+02,-5.811441729958956870e+01,2.249909563426169878e+00
1.209209209209209135e+01,-5.473342107832943171e+00,1.106120295166686702e+02,-5.913313558364613698e+01,-2.140821965520529169e+00
1.213213213213213137e+01,-7.851556901362540586e+00,1.104402354053576119e+02,-5.980933754750387266e+01,-6.491318587295848097e+00
1.217217217217217140e+01,-1.024799920245615859e+01,1.100959139103468090e+02,-6.009111764993166105e+01,-1.077828731674470042e+01
1.221221221221221143e+01,-1.264714623204815425e+01,1.095816645203859565e+02,-5.993368393458212040e+01,-1.498082703491795620e+01
1.225225225225225145e+01,-1.503196081700037467e+01,1.089008114594333279e+02,-5.929935802999159478e+01,-1.908042848907241407e+01
1.229229229229229148e+01,-1.738389139010214635e+01,1.080574036866557606e+02,-5.815757514958018959e+01,-2.306097429267083854e+01
