# time,theta,x,omega,v
3.323323323323323475e+00,-7.577636179776799707e+00,3.742729931365394691e+01,-2.889635316916034924e+00,7.894062936853782020e+00
3.363363363363363501e+00,-7.691572692761231345e+00,3.773610211496025357e+01,-2.777921456607879147e+00,7.534974039704314563e+00
3.403403403403403527e+00,-7.800918810175441642e+00,3.803044971055793155e+01,-2.669535522407169292e+00,7.169520950621758537e+00
3.443443443443443552e+00,-7.905740121527577102e+00,3.831011812765606805e+01,-2.564327054434841546e+00,6.798019752767721080e+00
3.483483483483483578e+00,-8.006330626019339647e+00,3.857502951319941786e+01,-2.461781540427940396e+00,6.420686051221260904e+00
3.523523523523523604e+00,-8.102845765314070192e+00,3.882494841647574901e+01,-2.361697294550980875e+00,6.037832156765970737e+00
3.563563563563563630e+00,-8.195388134813686776e+00,3.905961455508457192e+01,-2.263961654373733534e+00,5.649797128146679448e+00
3.603603603603603656e+00,-8.284054913938462050e+00,3.927878427385001459e+01,-2.168460668793506851e+00,5.256920356016732576e+00
3.643643643643643681e+00,-8.368937866127026837e+00,3.948223054482083683e+01,-2.075079098035149450e+00,4.859541562937993220e+00
3.683683683683683707e+00,-8.450123338836363018e+00,3.966974296727041605e+01,-1.983700413651046768e+00,4.458000803380839372e+00
3.723723723723723733e+00,-8.527692263541815976e+00,3.984112776769673303e+01,-1.894206798521124613e+00,4.052638463724168361e+00
3.763763763763763759e+00,-8.601720155737082152e+00,3.999620779982241459e+01,-1.806479146852847828e+00,3.643795262255392853e+00
3.803803803803803785e+00,-8.672277114934212605e+00,4.013482254459467669e+01,-1.720397064181218516e+00,3.231812249170440410e+00
3.843843843843843811e+00,-8.739427824663618338e+00,4.025682811018538132e+01,-1.635838867368779370e+00,2.817030806573758817e+00
3.883883883883883836e+00,-8.803231552474063193e+00,4.036209723199098676e+01,-1.552681584605611231e+00,2.399792648478310753e+00
3.923923923923923862e+00,-8.863742149932667402e+00,4.045051927263258307e+01,-1.470800955409333755e+00,1.980439820805574236e+00
3.963963963963963888e+00,-8.921008052624907592e+00,4.052200022195588502e+01,-1.390071430625105853e+00,1.559314701385549284e+00
4.004004004004004358e+00,-8.975072280154620330e+00,4.057646269703120367e+01,-1.310366172425623033e+00,1.136759999956738376e+00
4.044044044044044384e+00,-9.025972436143989697e+00,4.061384594215350319e+01,-1.231557054311124721e+00,7.131187581661855290e-01
4.084084084084084409e+00,-9.073740708233559715e+00,4.063410582884232980e+01,-1.153514661109384498e+00,2.887343495694301154e-01
4.124124124124124435e+00,-9.118403868082232577e+00,4.063721485584187576e+01,-1.076108288975716976e+00,-1.360495203694638278e-01
4.164164164164164461e+00,-9.159983271367265090e+00,4.062316214912094381e+01,-9.992059453929751367e-01,-5.608888142779173691e-01
4.204204204204204487e+00,-9.198494857784268675e+00,4.059195346187295428e+01,-9.226743491715496681e-01,-9.854391628748331300e-01
4.244244244244244513e+00,-9.233949151047212922e+00,4.054361117451594509e+01,-8.463789304493724019e-01,-1.409355864970597061e+00
4.284284284284284539e+00,-9.266351258888418485e+00,4.047817429469257178e+01,-7.701838306919123189e-01,-1.832293887467081994e+00
4.324324324324324564e+00,-9.295700873058569513e+00,4.039569845727012876e+01,-6.939519026921781020e-01,-2.253907865357638762e+00
4.364364364364364590e+00,-9.321992269326695890e+00,4.029625592434049253e+01,-6.175447105707170259e-01,-2.673852101727102415e+00
4.404404404404404616e+00,-9.345214307480194549e+00,4.017993558522019981e+01,-5.408225297756157346e-01,-3.091780567751796660e+00
4.444444444444444642e+00,-9.365350431324813485e+00,4.004684295645037651e+01,-4.636443470824975766e-01,-3.507346902699517877e+00
4.484484484484484668e+00,-9.382378668684651757e+00,3.989710018179678030e+01,-3.858678605945284334e-01,-3.920204413929559983e+00
4.524524524524524693e+00,-9.396271631402170144e+00,3.973084603224977940e+01,-3.073494797424091707e-01,-4.330006076892689570e+00
4.564564564564564719e+00,-9.406996515338187592e+00,3.954823590602437378e+01,-2.279443252843831869e-01,-4.736404535131160110e+00
4.604604604604604745e+00,-9.414515100371872336e+00,3.934944182856017392e+01,-1.475062293062294749e-01,-5.139052100278704849e+00
4.644644644644644771e+00,-9.418783750400750776e+00,3.913465245252141500e+01,-6.588773522126877003e-02,-5.537600752060549247e+00
4.684684684684684797e+00,-9.419753413340707482e+00,3.890407305779694269e+01,1.705990222964265043e-02,-5.931702138293391435e+00
4.724724724724724823e+00,-9.417369621125981638e+00,3.865792555150022025e+01,1.014867169781052125e-01,-6.321007574885418201e+00
4.764764764764764848e+00,-9.411572489709168821e+00,3.839644846796934985e+01,1.875440316281852815e-01,-6.705168045836296109e+00
4.804804804804804874e+00,-9.402296719061215668e+00,3.811989696876702993e+01,2.753844574564063841e-01,-7.083834203237180382e+00
4.844844844844844900e+00,-9.389471593171434094e+00,3.782854284268059075e+01,3.651618944117556720e-01,-7.456656367270709573e+00
4.884884884884884926e+00,-9.372996689703445128e+00,3.752261195368765101e+01,4.571368572287309306e-01,-7.823353566266445291e+00
4.924924924924924952e+00,-9.352738872101760137e+00,3.720218554880203499e+01,5.517231328989233852e-01,-8.183800565723519327e+00
4.964964964964964977e+00,-9.328649283248935831e+00,3.686750731437668804e+01,6.489722888390514477e-01,-8.537687374111307292e+00
5.005005005005005003e+00,-9.300668472049189006e+00,3.651884440713133273e+01,7.489421337974262460e-01,-8.884696032525228659e+00
5.045045045045045029e+00,-9.268719968983374358e+00,3.615647444430665303e+01,8.517231816723784821e-01,-9.224515782120016993e+00
5.085085085085085055e+00,-9.232710286108979147e+00,3.578068550366430856e+01,9.574386515122587094e-01,-9.556843064109719066e+00
5.125125125125125081e+00,-9.192528917060135640e+00,3.539177612348690616e+01,1.066244467515437444e+00,-9.881381519767698407e+00
5.165165165165165106e+00,-9.148048337047606893e+00,3.499005530257801411e+01,1.178329259030304721e+00,-1.019784199042663708e+01
5.205205205205205132e+00,-9.099124002858795635e+00,3.457584250026214789e+01,1.293914360555270093e+00,-1.050594251747853036e+01
5.245245245245245158e+00,-9.045594352857742493e+00,3.414946763638480576e+01,1.413253811738762966e+00,-1.080540834237468673e+01
5.285285285285285184e+00,-8.987280806985118886e+00,3.371127109131242605e+01,1.536634357379232929e+00,-1.109597190662573496e+01
5.325325325325325210e+00,-8.923987766758243012e+00,3.326160370593241566e+01,1.664375447425148424e+00,-1.137737285180161884e+01
5.365365365365365236e+00,-8.855502615271060307e+00,3.280082678165313581e+01,1.796829236974998301e+00,-1.164935801953159356e+01
5.405405405405405261e+00,-8.781595717194164763e+00,3.232931208040390203e+01,1.934380586277291592e+00,-1.191168145150423641e+01
5.445445445445445287e+00,-8.702020418774775834e+00,3.184744182463499840e+01,2.077447060730555073e+00,-1.216410438946743433e+01
5.485485485485485313e+00,-8.616513047836756201e+00,3.135560869731766331e+01,2.226478930883337704e+00,-1.240639527522839280e+01
5.525525525525525339e+00,-8.524792913780604664e+00,3.085421584194409661e+01,2.381959172434206629e+00,-1.263832975065363229e+01
5.565565565565565365e+00,-8.426562307583457923e+00,3.034367686252744889e+01,2.544403466231748734e+00,-1.285969065766899178e+01
5.605605605605605390e+00,-8.321506501799085243e+00,2.982441582360183929e+01,2.714360198274571978e+00,-1.307026803825962169e+01
5.645645645645645416e+00,-8.209293750557900893e+00,2.929686725022234484e+01,2.892410459711301840e+00,-1.326985913446998921e+01
5.685685685685685442e+00,-8.089575289566948157e+00,2.876147612796499686e+01,3.079168046840586204e+00,-1.345826838840387829e+01
5.725725725725725468e+00,-7.961985336109915323e+00,2.821869790292678815e+01,3.275279461111090029e+00,-1.363530744222438784e+01
5.765765765765765494e+00,-7.826141089047117916e+00,2.766899848172566578e+01,3.481423909121500238e+00,-1.380079513815393355e+01
5.805805805805805520e+00,-7.681642728815518240e+00,2.711285423150054896e+01,3.698313302620520382e+00,-1.395455751847424253e+01
5.845845845845845545e+00,-7.528073417428709391e+00,2.655075197991129698e+01,3.926692258506878641e+00,-1.409642782552636930e+01
5.885885885885885571e+00,-7.364999298476923251e+00,2.598318901513874479e+01,4.167338098829318938e+00,-1.422624650171066563e+01
5.925925925925925597e+00,-7.191969497127029598e+00,2.541067308588467455e+01,4.421060850786605378e+00,-1.434386118948681599e+01
5.965965965965965623e+00,-7.008516120122536108e+00,2.483372240137183695e+01,4.688703246727523144e+00,-1.444912673137380921e+01
6.006006006006005649e+00,-6.814154255783583913e+00,2.425286563134393347e+01,4.971140724150876267e+00,-1.454190516994995619e+01
6.046046046046045674e+00,-6.608381974006954707e+00,2.366864190606563056e+01,5.269281425705488964e+00,-1.462206574785287927e+01
6.086086086086085700e+00,-6.390680326266064526e+00,2.308160081632254901e+01,5.584066199190204749e+00,-1.468948490777952642e+01
6.126126126126125726e+00,-6.160456082114602161e+00,2.249228375071765385e+01,5.916509629236163192e+00,-1.474404221962743300e+01
6.166166166166165752e+00,-5.916769754564707995e+00,2.190112414788682926e+01,6.268033681909007448e+00,-1.478559129059699728e+01
6.206206206206205778e+00,-5.658813055516656476e+00,2.130860946681800883e+01,6.640210029335109176e+00,-1.481398611250111941e+01
6.246246246246245803e+00,-5.385732198662511294e+00,2.071524988321233351e+01,7.034700155294493662e+00,-1.482908013866145502e+01
6.286286286286285829e+00,-5.096580047441356065e+00,2.012156431791220257e+01,7.453275571648841691e+00,-1.483072380501054965e+01
6.326326326326325855e+00,-4.790316115039294331e+00,1.952808043690128770e+01,7.897817818341494878e+00,-1.481876453009184402e+01
6.366366366366365881e+00,-4.465806564389446009e+00,1.893533465130451532e+01,8.370318463397449449e+00,-1.479304671505967050e+01
6.406406406406405907e+00,-4.121824208171957160e+00,1.834387211738809143e+01,8.872879102923359795e+00,-1.475341174367925490e+01
6.446446446446446821e+00,-3.757048508813976007e+00,1.775424673655945895e+01,9.407711361107550019e+00,-1.469969798232670932e+01
6.486486486486486847e+00,-3.370065578489702229e+00,1.716702115536737239e+01,9.977136890219961529e+00,-1.463174077998904821e+01
6.526526526526526872e+00,-2.959368179120327902e+00,1.658276676550180895e+01,1.058358737061223920e+01,-1.454937246826417407e+01
6.566566566566566898e+00,-2.523355722374074350e+00,1.600206370379402898e+01,1.122960451071766386e+01,-1.445242236136088110e+01
6.606606606606606924e+00,-2.060334269666178386e+00,1.542550085221654754e+01,1.191784004705117184e+01,-1.434071675609885510e+01
6.646646646646646950e+00,-1.568516532158899413e+00,1.485367583788315571e+01,1.265105574420936740e+01,-1.421407893190867888e+01
6.686686686686686976e+00,-1.046021870761516315e+00,1.428719503304890104e+01,1.343212339487050322e+01,-1.407232915083182512e+01
6.726726726726727001e+00,-4.908762961303277939e-01,1.372667355511010179e+01,1.426402481979449099e+01,-1.391528465752065635e+01
6.766766766766767027e+00,9.898753133135099191e-02,1.317273526660433980e+01,1.514985186782290505e+01,-1.374275967923843211e+01
6.806806806806807053e+00,7.257303014731790736e-01,1.262601277521045162e+01,1.609280641587897165e+01,-1.355456542585930180e+01
6.846846846846847079e+00,1.391606054397803938e+00,1.208714743374855338e+01,1.709620036896757256e+01,-1.335051008986831000e+01
6.886886886886887105e+00,2.098962180460849591e+00,1.155678934018001769e+01,1.816345566017524860e+01,-1.313039884636139298e+01
6.926926926926927131e+00,2.850239420270917368e+00,1.103559733760748607e+01,1.929810425067020674e+01,-1.289403385304537508e+01
6.966966966966967156e+00,3.647971864689593779e+00,1.052423901427486008e+01,2.050378812970230058e+01,-1.264121425023798118e+01
7.007007007007007182e+00,4.494786954831444525e+00,1.002339070356731021e+01,2.178425931460304099e+01,-1.237173616086782246e+01
7.047047047047047208e+00,5.392806053048407655e+00,9.533753214270706877e+00,2.313635591003260927e+01,-1.208549476846663850e+01
7.087087087087087234e+00,6.345543690485677679e+00,9.056030154015484612e+00,2.455959557656375125e+01,-1.178210308194466371e+01
7.127127127127127260e+00,7.357444610356284720e+00,8.590906877903925931e+00,2.605983929550090394e+01,-1.146103161836728290e+01
7.167167167167167285e+00,8.432396366889156170e+00,8.139068129093944393e+00,2.763946791574008444e+01,-1.112190308808834160e+01
7.207207207207207311e+00,9.573729164867806674e+00,7.701198041521195137e+00,2.929738083847611207e+01,-1.076449242500065573e+01
7.247247247247247337e+00,1.078421585963034524e+01,7.277980139899074885e+00,3.102899601720257294e+01,-1.038872678653601866e+01
7.287287287287287363e+00,1.206607195706947167e+01,6.870097339718723717e+00,3.282624995771184473e+01,-9.994685553665190625e+00
7.327327327327327389e+00,1.342095561363246503e+01,6.478231947249026845e+00,3.467759771809509317e+01,-9.582600330897907526e+00
7.367367367367367414e+00,1.484996763632121741e+01,6.103065659536603960e+00,3.656801290874224719e+01,-9.152854946282879212e+00
7.407407407407407440e+00,1.635365148269219304e+01,5.745279564405828765e+00,3.847898769234205218e+01,-8.705985451407780573e+00
7.447447447447447466e+00,1.793199326085645140e+01,5.405554140458807666e+00,4.038853278388199186e+01,-8.242680121399271087e+00
7.487487487487487492e+00,1.958442172947965787e+01,5.084569257075393089e+00,4.227117745064837351e+01,-7.763779454922971723e+00
7.527527527527527518e+00,2.130980829778204111e+01,4.783004174413180820e+00,4.409796951222627115e+01,-7.270276174183479156e+00
7.567567567567567544e+00,2.310646702553844278e+01,4.501537543407508224e+00,4.583647534049952554e+01,-6.763315224924366653e+00
7.607607607607607569e+00,2.497215462307828915e+01,4.240847405771454248e+00,4.745077985965080813e+01,-6.244193776428175191e+00
7.647647647647647595e+00,2.690429191380455620e+01,4.001464247760128323e+00,4.889167178321616802e+01,-5.712691064340456926e+00
7.687687687687687621e+00,2.889408918786227431e+01,3.783541713279327645e+00,5.010754134013990324e+01,-5.170888737910951605e+00
7.727727727727727647e+00,3.092830850111707619e+01,3.587176502683069312e+00,5.106949272544702012e+01,-4.625311954682113758e+00
7.767767767767767673e+00,3.299390789436686333e+01,3.412342200770846823e+00,5.175373713730563452e+01,-4.081854320509673784e+00
7.807807807807807698e+00,3.507807361301659910e+01,3.258887331333029103e+00,5.214136512103273446e+01,-3.545727123595875607e+00
7.847847847847847724e+00,3.716822010707826962e+01,3.126535357150861394e+00,5.221834656909420147e+01,-3.021459334489479343e+00
7.887887887887887750e+00,3.925199003117089802e+01,3.014884679996463035e+00,5.197553072110478922e+01,-2.512897606085761293e+00
7.927927927927927776e+00,4.131725424452054085e+01,2.923408640632832789e+00,5.140864616382811647e+01,-2.023206273626510843e+00
7.967967967967967802e+00,4.335211181096030231e+01,2.851455518813841294e+00,5.051830083117671677e+01,-1.554867354700032678e+00
8.008008008008008716e+00,4.534488999893032712e+01,2.798248533284235506e+00,4.930998200421193900e+01,-1.109680549241138792e+00
8.048048048048048742e+00,4.728414428147771531e+01,2.762885841779643137e+00,4.779405631114411079e+01,-6.887632395311831246e-01
8.088088088088088767e+00,4.915865833625669268e+01,2.744340541026560221e+00,4.598576972733235380e+01,-2.925504901980033878e-01
8.128128128128128793e+00,5.095744404552849005e+01,2.741460666742364438e+00,4.390524757528471866e+01,7.920495178403186287e-02
8.168168168168168819e+00,5.266974149616137169e+01,2.752969193635305345e+00,4.157749452465809981e+01,4.274326570940436554e-01
8.208208208208208845e+00,5.428501897963064948e+01,2.777464035404510589e+00,3.903239459225828512e+01,7.537445140646381603e-01
8.248248248248248871e+00,5.579330443267481598e+01,2.813901256975018139e+00,3.631720860156772801e+01,1.057961253390808931e+00
8.288288288288288896e+00,5.718928308531825877e+01,2.862026826659871848e+00,3.349832902523595379e+01,1.335780517262672440e+00
8.328328328328328922e+00,5.847102074219829149e+01,2.920729309532355433e+00,3.061088208031795688e+01,1.587626818712815968e+00
8.368368368368368948e+00,5.963723957158391187e+01,2.988934685726917451e+00,2.768549601439810459e+01,1.814413012943199677e+00
8.408408408408408974e+00,6.068727881707052063e+01,3.065651279214213432e+00,2.474957449357847139e+01,2.017315711121947963e+00
8.448448448448449000e+00,6.162109479757984332e+01,3.149969757801103665e+00,2.182729660247883174e+01,2.197775280383349017e+00
8.488488488488489025e+00,6.243926090735994450e+01,3.241063133130655416e+00,1.893961684423662462e+01,2.357495843827852156e+00
8.528528528528529051e+00,6.314296761598527041e+01,3.338186760682142040e+00,1.610426514050698898e+01,2.498445280522069378e+00
8.568568568568569077e+00,6.373402246835662055e+01,3.440678339771042538e+00,1.333574683146276918e+01,2.622855225498779141e+00
8.608608608608609103e+00,6.421485008470109790e+01,3.547957913549041997e+00,1.064534267579448823e+01,2.733221069756919253e+00
8.648648648648649129e+00,6.458849216057222975e+01,3.659527869004032041e+00,8.041108850710340761e+00,2.832301960261591756e+00
8.688688688688689155e+00,6.485860746684986111e+01,3.774972936960110825e+00,5.527876951936241845e+00,2.923120799944062931e+00
8.728728728728729180e+00,6.502947184974016182e+01,3.893960192077581262e+00,3.107253993715775486e+00,3.008964247701759742e+00
8.768768768768769206e+00,6.510597823077570467e+01,4.016239052852952796e+00,7.776224088102311471e-01,3.093382718398273390e+00
8.808808808808809232e+00,6.509204723023415795e+01,4.141747711325808545e+00,-1.460844767841346536e+00,3.177107961530182934e+00
8.848848848848849258e+00,6.499045293541591661e+01,4.270546316492509931e+00,-3.605387865229146005e+00,3.259334979671997257e+00
8.888888888888889284e+00,6.480489539197334636e+01,4.402649813010675039e+00,-5.656363110192629051e+00,3.341561311366986864e+00
8.928928928928929309e+00,6.453907254480905920e+01,4.538107665166754678e+00,-7.614114042848457053e+00,3.425162990497968796e+00
8.968968968968969335e+00,6.419668013927432071e+01,4.677003864477176975e+00,-9.478971201253230561e+00,3.511394327517291192e+00
9.009009009009009361e+00,6.378141172116909274e+01,4.819456929688353597e+00,-1.125125212140348552e+01,3.601387909446831959e+00
9.049049049049049387e+00,6.329695863674201206e+01,4.965619906776673531e+00,-1.293126133723569815e+01,3.696154599878000546e+00
9.089089089089089413e+00,6.274701003269037614e+01,5.115680368948506640e+00,-1.451929038062627697e+01,3.796583538971737504e+00
9.129129129129129439e+00,6.213525285616016447e+01,5.269860416640202772e+00,-1.601561778139157965e+01,3.903442143458512259e+00
9.169169169169169464e+00,6.146537185474601728e+01,5.428416677518092648e+00,-1.742050906728788817e+01,4.017376106638327116e+00
9.209209209209209490e+00,6.074104957649127101e+01,5.591640306478484312e+00,-1.873421676401143543e+01,4.138909398380714144e+00
9.249249249249249516e+00,5.996596636988792284e+01,5.759856985647668459e+00,-1.995698039519838929e+01,4.268444265124736070e+00
9.289289289289289542e+00,5.914380038387665195e+01,5.933426924381913992e+00,-2.108902648242484190e+01,4.406261229878985830e+00
9.329329329329329568e+00,5.827815275978525023e+01,6.112714414327927059e+00,-2.213038176304404914e+01,4.552548647364712764e+00
9.369369369369369593e+00,5.737205386489297609e+01,6.297848595836481600e+00,-2.307991328802560815e+01,4.707594244174984510e+00
9.409409409409409619e+00,5.642925250103719037e+01,6.489207062886949373e+00,-2.393901835434142100e+01,4.871283266155438163e+00
9.449449449449449645e+00,5.545358518504718859e+01,6.687220815475851232e+00,-2.470979720683317638e+01,5.043365192913336514e+00
9.489489489489489671e+00,5.444875136917770675e+01,6.892290139575552921e+00,-2.539445137775393135e+01,5.223543985948206902e+00
9.529529529529529697e+00,5.341831344110882895e+01,7.104784607134260632e+00,-2.599528368676811141e+01,5.411478088651847429e+00
9.569569569569569722e+00,5.236569672394608688e+01,7.325043076076021009e+00,-2.651469824095152816e+01,5.606780426308320742e+00
9.609609609609609748e+00,5.129418947622036740e+01,7.553373690300724697e+00,-2.695520043479134742e+01,5.809018406093958475e+00
9.649649649649649774e+00,5.020694289188799075e+01,7.790053879684101901e+00,-2.731939695018612113e+01,6.017713917077358587e+00
9.689689689689689800e+00,4.910697110033063950e+01,8.035330360077725942e+00,-2.760999575644575899e+01,6.232343330219389799e+00
9.729729729729729826e+00,4.799715116635543666e+01,8.289419133309010590e+00,-2.782980611029156393e+01,6.452337498373182711e+00
9.769769769769769852e+00,4.688022309019486755e+01,8.552505487181212729e+00,-2.798173855585619663e+01,6.677081756284140468e+00
9.809809809809809877e+00,4.575878980750682246e+01,8.824743995473429692e+00,-2.806880492468368615e+01,6.905915920589931645e+00
9.849849849849849903e+00,4.463531718937461079e+01,9.106258517940599262e+00,-2.809411833572944772e+01,7.138134289820492917e+00
9.889889889889889929e+00,4.351213404230691850e+01,9.397142200313503224e+00,-2.806089319536025783e+01,7.372985644398026395e+00
9.929929929929929955e+00,4.239143210823783647e+01,9.697457474298765590e+00,-2.797244519735427204e+01,7.609673246637003174e+00
9.969969969969969981e+00,4.127526606452685343e+01,1.000723605757884727e+01,-2.783219132290101427e+01,7.847354840744161564e+00
1.001001001001001001e+01,4.016555352395884881e+01,1.032647895381205672e+01,-2.764364984060137687e+01,8.085142652818507969e+00
1.005005005005005003e+01,3.906407503474411413e+01,1.065515645263254108e+01,-2.741044030646763474e+01,8.322103390851317783e+00
1.009009009009009006e+01,3.797247408051832451e+01,1.099320812965028971e+01,-2.713628356392342766e+01,8.557258244726128282e+00
1.013013013013013008e+01,3.689225708034258133e+01,1.134054284645113064e+01,-2.682500174380377089e+01,8.789582886218751057e+00
1.017017017017017011e+01,3.582502371612346082e+01,1.169720269282064784e+01,-2.648315484459435964e+01,9.019106648419896288e+00
1.021021021021021014e+01,3.477207123941312972e+01,1.206318190154591896e+01,-2.611707442509523958e+01,9.246008034881455728e+00
1.025025025025025016e+01,3.373421447292644615e+01,1.243823724636279060e+01,-2.572947673737721530e+01,9.469207303275322118e+00
1.029029029029029019e+01,3.271219182173283713e+01,1.282211339032235209e+01,-2.532298294365349633e+01,9.687701189855218331e+00
1.033033033033033021e+01,3.170666586143645915e+01,1.321454325090107851e+01,-2.490012493671782678e+01,9.900565204026639421e+00
1.037037037037037024e+01,3.071822333817614137e+01,1.361524800000083602e+01,-2.446334533994446048e+01,1.010695362834685973e+01
1.041041041041041026e+01,2.974737516862540332e+01,1.402393706394888007e+01,-2.401499750728817872e+01,1.030609951852493111e+01
1.045045045045045029e+01,2.879455643999246561e+01,1.444030812349785542e+01,-2.355734552328428322e+01,1.049731470342167761e+01
1.049049049049049032e+01,2.786012641002023571e+01,1.486404711382580146e+01,-2.309256420304860313e+01,1.067998978504970431e+01
1.053053053053053034e+01,2.694436850698631858e+01,1.529482822453613799e+01,-2.262273909227747382e+01,1.085359413857339028e+01
1.057057057057057037e+01,2.604749032970300249e+01,1.573231389965768656e+01,-2.214986646724776520e+01,1.101767591230888854e+01
1.061061061061061039e+01,2.516962364751727677e+01,1.617615483764464557e+01,-2.167585333481685339e+01,1.117186202772413672e+01
1.065065065065065042e+01,2.431082440031082470e+01,1.662598999137661693e+01,-2.120251743242265974e+01,1.131585817943883754e+01
1.069069069069069045e+01,2.347107269850001643e+01,1.708144656815857942e+01,-2.073158722808360110e+01,1.144944883522448009e+01
1.073073073073073047e+01,2.265027282303591250e+01,1.754214002972090825e+01,-2.026470192039863250e+01,1.157249723600432212e+01
1.077077077077077050e+01,2.184825322540426384e+01,1.800767409221936788e+01,-1.980341143854722574e+01,1.168494539585340419e+01
1.081081081081081052e+01,2.106476652762552959e+01,1.847764072623511566e+01,-1.934917644228935885e+01,1.178681410199853907e+01
1.085085085085085055e+01,2.029948952225485215e+01,1.895162015677469114e+01,-1.890336832196555861e+01,1.187820291481831525e+01
1.089089089089089057e+01,1.955202317238205367e+01,1.942918086327003024e+01,-1.846726919849685800e+01,1.195929016784310406e+01
1.093093093093093060e+01,1.882189261163167160e+01,1.990987957957845822e+01,-1.804207192338480326e+01,1.203033296775504546e+01
1.097097097097097063e+01,1.810854714416291245e+01,2.039326129398268250e+01,-1.762888007871146812e+01,1.209166719438805870e+01
1.101101101101101065e+01,1.741136024466969090e+01,2.087885924919081049e+01,-1.722870797713946089e+01,1.214370750072784055e+01
1.105105105105105068e+01,1.672962955838061916e+01,2.136619494233633532e+01,-1.684248066191188897e+01,1.218694731291186528e+01
1.109109109109109070e+01,1.606276519319138174e+01,2.185493530257498662e+01,-1.646931560036918896e+01,1.222110655492181230e+01
1.113113113113113073e+01,1.541059992254564825e+01,2.234494699450713284e+01,-1.610569448705755846e+01,1.224450840600129276e+01
1.117117117117117076e+01,1.477276205782799146e+01,2.283576229047039163e+01,-1.575149376716397498e+01,1.225702726171797430e+01
1.121121121121121078e+01,1.414887189341367169e+01,2.332690519674353880e+01,-1.540671825396509753e+01,1.225861910275232702e+01
1.125125125125125081e+01,1.353855431046286206e+01,2.381790517026065501e+01,-1.507135622320603829e+01,1.224925272096102624e+01
1.129129129129129083e+01,1.294143877692065026e+01,2.430829711861116138e+01,-1.474537941310037503e+01,1.222890971937695426e+01
1.133133133133133086e+01,1.235715934751704381e+01,2.479762140003978033e+01,-1.442874302433014577e+01,1.219758451220920392e+01
1.137137137137137088e+01,1.178535466376696839e+01,2.528542382344657113e+01,-1.412138572004585768e+01,1.215528432484307153e+01
1.141141141141141091e+01,1.122566795397026240e+01,2.577125564838689442e+01,-1.382322962586646575e+01,1.210202919384006570e+01
1.145145145145145094e+01,1.067774703321168062e+01,2.625467358507144411e+01,-1.353418032987939768e+01,1.203785196693790205e+01
1.149149149149149096e+01,1.014124430336089766e+01,2.673523979436622966e+01,-1.325412688264053784e+01,1.196279830305050140e+01
1.153153153153153099e+01,9.615816753072506273e+00,2.721252188779258319e+01,-1.298294179717423269e+01,1.187692667226799337e+01
1.157157157157157101e+01,9.101125957786011966e+00,2.768609292752714879e+01,-1.272048104897329424e+01,1.178030835585671809e+01
1.161161161161161104e+01,8.596838079725838355e+00,2.815553142640190032e+01,-1.246658407599899121e+01,1.167302744625922095e+01
1.165165165165165106e+01,8.102623867901323607e+00,2.862042134790412362e+01,-1.222107377868105615e+01,1.155518084709425608e+01
1.169169169169169109e+01,7.618158658106728431e+00,2.908035210617643074e+01,-1.198375651991768187e+01,1.142687827315678284e+01
1.173173173173173112e+01,7.143122372921226315e+00,2.953491856601674925e+01,-1.175442212507552497e+01,1.128824225041797291e+01
1.177177177177177114e+01,6.677199521708905294e+00,2.998372104287832585e+01,-1.153284388198970412e+01,1.113940811602520320e+01
1.181181181181181117e+01,6.220079200618774173e+00,3.042636530286973340e+01,-1.131877854096379821e+01,1.098052401830205760e+01
1.185185185185185119e+01,5.771455092584758972e+00,3.086246256275484967e+01,-1.111196631476984642e+01,1.081175091674833055e+01
1.189189189189189122e+01,5.331025467325699374e+00,3.129162948995289639e+01,-1.091213087864835529e+01,1.063326258204002350e+01
1.193193193193193125e+01,4.898493181345351388e+00,3.171348820253838952e+01,-1.071897937030827919e+01,1.044524559602934133e+01
1.197197197197197127e+01,4.473565677932393569e+00,3.212766626924118896e+01,-1.053220238992705404e+01,1.024789935174470301e+01
1.201201201201201130e+01,4.055954987160409253e+00,3.253379670944644175e+01,-1.035147400015056363e+01,1.004143605339073275e+01
1.205205205205205132e+01,3.645377725887910536e+00,3.293151799319466022e+01,-1.017645172609315551e+01,9.826080716348261745e+00
1.209209209209209135e+01,3.241555097758326287e+00,3.332047404118163314e+01,-1.000677655533764110e+01,9.602071167174329958e+00
1.213213213213213137e+01,2.844229538874354812e+00,3.370032816753803928e+01,-9.842124670739398340e+00,9.369632104357641822e+00
1.217217217217217140e+01,2.453294030244676627e+00,3.407083871154843990e+01,-9.682637403034370038e+00,9.128792057425785700e+00
1.221221221221221143e+01,2.068581348021858446e+00,3.443166052182144909e+01,-9.528297725195406187e+00,8.879721445839344085e+00
1.225225225225225145e+01,1.689900669049414494e+00,3.478243312237565732e+01,-9.379007081684608949e+00,8.622640294657079707e+00
1.229229229229229148e+01,1.317064588256247726e+00,3.512280895496324007e+01,-9.234665251381201756e+00,8.357772803794180305e+00
1.233233233233233150e+01,9.498891186566491562e-01,3.545245337906992233e+01,-9.095170347581532866e+00,8.085347348022258629e+00
1.237237237237237153e+01,5.881936913502991970e-01,3.577104467191500703e+01,-8.960418817999070029e+00,7.805596476969364872e+00
