# time,theta,x,omega,v
1.821821821821821885e+01,3.887804080145983932e+01,2.603866068981379733e+00,7.257613140191355505e+00,7.315940905409906492e+00
1.825825825825825888e+01,3.912235518521320898e+01,2.901913828480567226e+00,4.963123812849076444e+00,7.569819745976841041e+00
1.829829829829829890e+01,3.928015640328089830e+01,3.209965692407505067e+00,2.900286608558491075e+00,7.815037096124193283e+00
1.833833833833833893e+01,3.935967190414300632e+01,3.527688591051929112e+00,1.049443354653857963e+00,8.052302901259952961e+00
1.837837837837837895e+01,3.936863158076634761e+01,3.854771309807725643e+00,-6.079193534110054475e-01,8.282268564341462636e+00
1.841841841841841898e+01,3.931427201965987450e+01,4.190924270650403294e+00,-2.089044890505974639e+00,8.505528297683790484e+00
1.845845845845845901e+01,3.920333650087476940e+01,4.535879532137094827e+00,-3.409906601824637562e+00,8.722619122959732962e+00
1.849849849849849903e+01,3.904207499800439507e+01,4.889390789406554028e+00,-4.585207802884283979e+00,8.934020871199820135e+00
1.853853853853853906e+01,3.883624417818428753e+01,5.251233374179160585e+00,-5.628381779525905237e+00,9.140156182792312123e+00
1.857857857857857908e+01,3.859110740209219159e+01,5.621204254756913876e+00,-6.551591787914187393e+00,9.341390507483191996e+00
1.861861861861861911e+01,3.831143472394803240e+01,5.999122036023440074e+00,-7.365731054537539180e+00,9.538032104376179987e+00
1.865865865865865914e+01,3.800150289151392258e+01,6.384826959443985928e+00,-8.080422776208054714e+00,9.730332041932719278e+00
1.869869869869869916e+01,3.766509541275850381e+01,6.778180897792758230e+00,-8.704020980029653742e+00,9.918484139821600820e+00
1.873873873873873919e+01,3.730569723770557999e+01,7.179031088880877043e+00,-9.246907623104741347e+00,1.010235909986671388e+01
1.877877877877877921e+01,3.692622346205842376e+01,7.587171831052962112e+00,-9.719091628078755818e+00,1.028158628103450667e+01
1.881881881881881924e+01,3.652913173058909990e+01,8.002396912780524119e+00,-1.012737883228026625e+01,1.045594368339907732e+01
1.885885885885885926e+01,3.611671400567811219e+01,8.424496051431178856e+00,-1.047812753078641812e+01,1.062522181736059679e+01
1.889889889889889929e+01,3.569109656731439628e+01,8.853254893268651671e+00,-1.077724847642293859e+01,1.078922370364530714e+01
1.893893893893893932e+01,3.525424001309531263e+01,9.288455013452772135e+00,-1.103020487976412412e+01,1.094776487330552506e+01
1.897897897897897934e+01,3.480793925822663937e+01,9.729873916039483817e+00,-1.124201240913285993e+01,1.110067336771964008e+01
1.901901901901901937e+01,3.435382353552261492e+01,1.017728503398082829e+01,-1.141723919060060233e+01,1.124778973859211462e+01
1.905905905905905939e+01,3.389335639540588829e+01,1.063045772912496290e+01,-1.156000580798738575e+01,1.138896704795348391e+01
1.909909909909909942e+01,3.342783570590754039e+01,1.108915729221614654e+01,-1.167398530286182634e+01,1.152407086816035786e+01
1.913913913913913944e+01,3.295839365266708398e+01,1.155314494289474680e+01,-1.176240317454110773e+01,1.165297928189541743e+01
1.917917917917917947e+01,3.248599673893246376e+01,1.202217782969724347e+01,-1.182803738009100769e+01,1.177558288216741644e+01
1.921921921921921950e+01,3.201144578556005627e+01,1.249600903005621433e+01,-1.187321833432586793e+01,1.189178477231118336e+01
1.925925925925925952e+01,3.153554255054030264e+01,1.297440812590339121e+01,-1.190038829225092520e+01,1.200141828108491637e+01
1.929929929929929955e+01,3.105900249085990694e+01,1.345711019710349099e+01,-1.191182969817216453e+01,1.210420007634203365e+01
1.933933933933933957e+01,3.058232624734922211e+01,1.394380793279292696e+01,-1.190916316693875920e+01,1.219988760768874947e+01
1.937937937937937960e+01,3.010597989494475613e+01,1.443419145083872301e+01,-1.189392000790677706e+01,1.228825615427367879e+01
1.941941941941941963e+01,2.963039501555511990e+01,1.492794831075863371e+01,-1.186754246425782711e+01,1.236909880129159234e+01
1.945945945945945965e+01,2.915596869806100955e+01,1.542476351372113186e+01,-1.183138371299907554e+01,1.244222643998341482e+01
1.949949949949949968e+01,2.868306353831523836e+01,1.592431950254542805e+01,-1.178670786496323331e+01,1.250746776763622492e+01
1.953953953953953970e+01,2.821200763914273324e+01,1.642629616170145113e+01,-1.173468996480856674e+01,1.256466928758324997e+01
1.957957957957957973e+01,2.774309461034051338e+01,1.693037081730986415e+01,-1.167641599101888694e+01,1.261369530920387838e+01
1.961961961961961975e+01,2.727658356867770095e+01,1.743621823714204666e+01,-1.161288285590355507e+01,1.265442794792364722e+01
1.965965965965965978e+01,2.681269913789552817e+01,1.794351063062011775e+01,-1.154499840559748591e+01,1.268676712521424754e+01
1.969969969969969981e+01,2.635163144870732665e+01,1.845191764881691654e+01,-1.147358142006114079e+01,1.271063056859352614e+01
1.973973973973973983e+01,2.589353613879853810e+01,1.896110638445600927e+01,-1.139936161308053642e+01,1.272595381162548200e+01
1.977977977977977986e+01,2.543853435282670361e+01,1.947074137191169285e+01,-1.132297963226723247e+01,1.273269019392026813e+01
1.981981981981981988e+01,2.498671274242146367e+01,1.998048458720898424e+01,-1.124498705905834228e+01,1.273081086113419147e+01
1.985985985985985991e+01,2.453812346618457596e+01,2.048999544802363815e+01,-1.116584640871652745e+01,1.272030476496971296e+01
1.989989989989989994e+01,2.409278418968989044e+01,2.099893081368212222e+01,-1.108593113033000144e+01,1.270117866317544397e+01
1.993993993993993996e+01,2.365067808548336714e+01,2.150694498516164543e+01,-1.100552560681252601e+01,1.267345711954615339e+01
1.997997997997997999e+01,2.321175383308306905e+01,2.201368970509012968e+01,-1.092482515490341299e+01,1.263718250392276232e+01
2.002002002002002001e+01,2.277594665827364295e+01,2.251883557721621898e+01,-1.084398792709639281e+01,1.259237723448954327e+01
2.006006006006006004e+01,2.234328890099797249e+01,2.302211663986997792e+01,-1.076337484341813244e+01,1.253889055769385585e+01
2.010010010010010006e+01,2.191377952483724556e+01,2.352315898055989507e+01,-1.068321761140363613e+01,1.247667514389705623e+01
2.014014014014014009e+01,2.148740312551591458e+01,2.402157931144389735e+01,-1.060371071980608804e+01,1.240571377559183830e+01
2.018018018018018012e+01,2.106413932186884708e+01,2.451699960736736372e+01,-1.052503731004354393e+01,1.232599961655743925e+01
2.022022022022022014e+01,2.064396275584127949e+01,2.500904710586309676e+01,-1.044736917619894001e+01,1.223753621185962892e+01
2.026026026026026017e+01,2.022684309248883494e+01,2.549735430715134754e+01,-1.037086676502009297e+01,1.214033748785072042e+01
2.030030030030030019e+01,1.981274501997753745e+01,2.598155897413980142e+01,-1.029567917591969284e+01,1.203442775216955418e+01
2.034034034034034022e+01,1.940162824958378351e+01,2.646130413242359225e+01,-1.022194416097530123e+01,1.191984169374151392e+01
2.038038038038038025e+01,1.899344751569437051e+01,2.693623807028528105e+01,-1.014978812492936910e+01,1.179662438277852132e+01
2.042042042042042027e+01,1.858815257580647184e+01,2.740601433869487735e+01,-1.007932612518921545e+01,1.166483127077902893e+01
2.046046046046046030e+01,1.818568821052765117e+01,2.787029175130982850e+01,-1.001066187182703615e+01,1.152452819052803079e+01
2.050050050050050032e+01,1.778599422357586235e+01,2.832873438447501258e+01,-9.943887727579907576e+00,1.137579135609705538e+01
2.054054054054054035e+01,1.738900544177945307e+01,2.878101157722275971e+01,-9.879084707849781211e+00,1.121870736284417092e+01
2.058058058058058037e+01,1.699465171507714345e+01,2.922679793127283077e+01,-9.816322480703489006e+00,1.105337318741397823e+01
2.062062062062062040e+01,1.660285791651804388e+01,2.966577331103243509e+01,-9.755659366872734495e+00,1.087989618773761791e+01
2.066066066066066043e+01,1.621354394226166207e+01,3.009762284359620566e+01,-9.697142339754101670e+00,1.069839410303276672e+01
2.070070070070070045e+01,1.582662471157789241e+01,3.052203691874623104e+01,-9.640807025409049658e+00,1.050899505380363941e+01
2.074074074074074048e+01,1.544201016684700356e+01,3.093871118895203054e+01,-9.586677702563916270e+00,1.031183754184098333e+01
2.078078078078078050e+01,1.505960527355966150e+01,3.134734656937056485e+01,-9.534767302609916229e+00,1.010707045022208739e+01
2.082082082082082053e+01,1.467931002031692245e+01,3.174764923784623250e+01,-9.485077409603139387e+00,9.894853043310776641e+00
2.086086086086086056e+01,1.430101941883021688e+01,3.213933063491087694e+01,-9.437598260264554284e+00,9.675354966757410580e+00
2.090090090090090058e+01,1.392462350392137793e+01,3.252210746378376882e+01,-9.392308743980004593e+00,9.448756247498883099e+00
2.094094094094094061e+01,1.355000733352261300e+01,3.289570169037163794e+01,-9.349176402800216223e+00,9.215247293758633162e+00
2.098098098098098063e+01,1.317705098867652858e+01,3.325984054326863770e+01,-9.308157431440783114e+00,8.975028895046630595e+00
2.102102102102102066e+01,1.280562957353611253e+01,3.361425651375635226e+01,-9.269196677282184993e+00,8.728312222159381406e+00
2.106106106106106068e+01,1.243561321536473763e+01,3.395868735580383202e+01,-9.232227640369773169e+00,8.475318827179933123e+00
2.110110110110110071e+01,1.206686706453616864e+01,3.429287608606755100e+01,-9.197172473413777638e+00,8.216280643477865908e+00
2.114114114114114074e+01,1.169928974527344145e+01,3.461660156303476299e+01,-9.163971013766818885e+00,7.951391562371607158e+00
2.118118118118118076e+01,1.133292383803839698e+01,3.492972883110701332e+01,-9.132709505648081816e+00,7.680690508395528582e+00
2.122122122122122079e+01,1.096771331015545847e+01,3.523200863620410672e+01,-9.103452262329490452e+00,7.404370859462251708e+00
2.126126126126126081e+01,1.060358637349481192e+01,3.552319012993605440e+01,-9.076251916135847253e+00,7.122647982782948972e+00
2.130130130130130084e+01,1.024046957917514256e+01,3.580303436708867082e+01,-9.051157426106762216e+00,6.835740117538360749e+00
2.134134134134134086e+01,9.878287817563647266e+00,3.607131430562353103e+01,-9.028214077996645770e+00,6.543868374878794469e+00
2.138138138138138089e+01,9.516964318276022183e+00,3.632781480667797069e+01,-9.007463484274715881e+00,6.247256737924130832e+00
2.142142142142142092e+01,9.156420650176473330e+00,3.657233263456511452e+01,-8.988943584124989172e+00,5.946132061763814036e+00
2.146146146146146094e+01,8.796576721377709518e+00,3.680467645677384780e+01,-8.972688643446293355e+00,5.640724073456860665e+00
2.150150150150150097e+01,8.437350779240942344e+00,3.702466684396881647e+01,-8.958729254852251245e+00,5.331265372031856131e+00
2.154154154154154099e+01,8.078659410375895078e+00,3.723213626999046255e+01,-8.947092337671293194e+00,5.017991428486952898e+00
2.158158158158158102e+01,7.720417540640793774e+00,3.742692911185498161e+01,-8.937801137946655317e+00,4.701140585789873150e+00
2.162162162162162105e+01,7.362538435142365500e+00,3.760890164975434402e+01,-8.930875228436372382e+00,4.380954058877907897e+00
2.166166166166166107e+01,7.004933698235845441e+00,3.777792206705629496e+01,-8.926330508613284920e+00,4.057675934657918759e+00
2.170170170170170110e+01,6.647513273524977784e+00,3.793387045030434024e+01,-8.924179204665040999e+00,3.731553172006332630e+00
2.174174174174174112e+01,6.290185443862010395e+00,3.807663878921776757e+01,-8.924429869494085565e+00,3.402835601769148788e+00
2.178178178178178115e+01,5.932856831347687709e+00,3.820613097669163238e+01,-8.927087382717671105e+00,3.071775926761932674e+00
2.182182182182182117e+01,5.575432397331274714e+00,3.832226280879676494e+01,-8.932152950667852309e+00,2.738629721769822112e+00
2.186186186186186120e+01,5.217815442410525861e+00,3.842496198477974900e+01,-8.939624106391487857e+00,2.403655433547517539e+00
2.190190190190190123e+01,4.859907606431714377e+00,3.851416810706296445e+01,-8.949494709650242186e+00,2.067114380819292663e+00
2.194194194194194125e+01,4.501608868489610060e+00,3.858983268124455179e+01,-8.961754946920578391e+00,1.729270754278993572e+00
2.198198198198198128e+01,4.142817546927488159e+00,3.865191911609841213e+01,-8.976391331393768880e+00,1.390391616590028967e+00
2.202202202202202130e+01,3.783430299337139591e+00,3.870040272357422850e+01,-8.993386702975884717e+00,1.050746902385377268e+00
2.206206206206206133e+01,3.423342122558844736e+00,3.873527071879745165e+01,-9.012720228287804503e+00,7.106094182675875004e-01
2.210210210210210136e+01,3.062446352681403638e+00,3.875652222006931424e+01,-9.034367400665207271e+00,3.702548428087801824e-01
2.214214214214214138e+01,2.700634665042108917e+00,3.876416824886679535e+01,-9.058300040158576039e+00,2.996172655063844559e-02
2.218218218218218141e+01,2.337797074226768856e+00,3.875823172984267728e+01,-9.084486293533199586e+00,-3.099885079955839728e-01
2.222222222222222143e+01,1.973821934069694972e+00,3.873874749082548163e+01,-9.112890634269168899e+00,-6.493115663490556244e-01
2.226226226226226146e+01,1.608595937653700236e+00,3.870576226281952614e+01,-9.143473862561378951e+00,-9.877202820593939947e-01
2.230230230230230148e+01,1.242004117310101741e+00,3.865933468000488205e+01,-9.176193105319525145e+00,-1.324924616706626423e+00
2.234234234234234151e+01,8.739392907527392396e-01,3.859953567977281352e+01,-9.211006905490197738e+00,-1.660642872701872719e+00
2.238238238238238154e+01,5.044488818898150706e-01,3.852644341660575122e+01,-9.247994369805494941e+00,-1.994772090247888707e+00
2.242242242242242156e+01,1.334827513485240258e-01,3.844011711587959468e+01,-9.287272298664639436e+00,-2.327087183955613092e+00
2.246246246246246159e+01,-2.390685121578077499e-01,3.834062075247287993e+01,-9.328935519804204546e+00,-2.657298503959298230e+00
2.250250250250250161e+01,-6.133158846195592151e-01,3.822802892060382618e+01,-9.373075667055932314e+00,-2.985121881268259614e+00
2.254254254254254164e+01,-9.893719067308133219e-01,3.810242683383035001e+01,-9.419781180346740612e+00,-3.310278627766870763e+00
2.258258258258258167e+01,-1.367350683889359653e+00,3.796391032505007246e+01,-9.469137305698721363e+00,-3.632495536214570109e+00
2.262262262262262169e+01,-1.747367886196689257e+00,3.781258584650031196e+01,-9.521226095229136988e+00,-3.951504880245853446e+00
2.266266266266266172e+01,-2.129540748458001787e+00,3.764857046975807719e+01,-9.576126407150420405e+00,-4.267044414370278815e+00
2.270270270270270174e+01,-2.513988070182197720e+00,3.747199188574008133e+01,-9.633913905770182140e+00,-4.578857373972468281e+00
2.274274274274274177e+01,-2.900830215581887472e+00,3.728298840470273490e+01,-9.694661061491197884e+00,-4.886692475312099049e+00
2.278278278278278179e+01,-3.290189113573379398e+00,3.708170895624214580e+01,-9.758437150811422711e+00,-5.190303915523916345e+00
2.282282282282282182e+01,-3.682188257776692009e+00,3.686831308929411932e+01,-9.825308256323983969e+00,-5.489451372617718761e+00
2.286286286286286185e+01,-4.076952706515547753e+00,3.664297097213415810e+01,-9.895337266717175950e+00,-5.783900005478371575e+00
2.290290290290290187e+01,-4.474609082817370798e+00,3.640586339237745506e+01,-9.968583876774470554e+00,-6.073420453865801427e+00
2.294294294294294190e+01,-4.875285574413292800e+00,3.615718175697891468e+01,-1.004510458737451017e+01,-6.357788838414990096e+00
2.298298298298298192e+01,-5.279111933738151130e+00,3.589712809223313172e+01,-1.012495270549111126e+01,-6.636786760635989602e+00
2.302302302302302195e+01,-5.686219477930484878e+00,3.562591504377439833e+01,-1.020817834419326076e+01,-6.910201302913900889e+00
2.306306306306306197e+01,-6.096741088832539290e+00,3.534376587657670399e+01,-1.029482842264511788e+01,-7.177825028508898697e+00
2.310310310310310200e+01,-6.510811212990263108e+00,3.505091447495373558e+01,-1.038494666610601769e+01,-7.439455981556209352e+00
2.314314314314314203e+01,-6.928565861653316560e+00,3.474760534255888444e+01,-1.047857360593046394e+01,-7.694897687066127645e+00
2.318318318318318205e+01,-7.350142610775051821e+00,3.443409360238523220e+01,-1.057574657956813446e+01,-7.943959150924000845e+00
2.322322322322322208e+01,-7.775680601012536997e+00,3.411064499676556494e+01,-1.067649973056388291e+01,-8.186454859890243796e+00
2.326326326326326210e+01,-8.205320537726541019e+00,3.377753588737235901e+01,-1.078086400855772808e+01,-8.422204781600331813e+00
2.330330330330330213e+01,-8.639204690981538093e+00,3.343505325521778815e+01,-1.088886716928486997e+01,-8.651034364564800683e+00
2.334334334334334216e+01,-9.077476895545702362e+00,3.308349470065373055e+01,-1.100053377457567372e+01,-8.872774538169242220e+00
2.338338338338338218e+01,-9.520282550890923901e+00,3.272316844337175468e+01,-1.111588519235568384e+01,-9.087261712674319369e+00
2.342342342342342221e+01,-9.967768621192790945e+00,3.235439332240313348e+01,-1.123493959664560649e+01,-9.294337779215744888e+00
2.346346346346346223e+01,-1.042008363533058457e+01,3.197749879611883728e+01,-1.135771196756133250e+01,-9.493850109804300885e+00
2.350350350350350226e+01,-1.087737768688731421e+01,3.159282494222953019e+01,-1.148421409131392323e+01,-9.685651557325828165e+00
2.354354354354354228e+01,-1.133980243414967681e+01,3.120072245778557374e+01,-1.161445456020960165e+01,-9.869600455541226225e+00
2.358358358358358231e+01,-1.180751110010808347e+01,3.080155265917703389e+01,-1.174843877264977721e+01,-1.004556061908646036e+01
2.362362362362362234e+01,-1.228065847245664166e+01,3.039568748213365978e+01,-1.188616893313102629e+01,-1.021340134347255102e+01
2.366366366366366236e+01,-1.275932959190416405e+01,2.998348260209136740e+01,-1.202764762084658656e+01,-1.037303054177976591e+01
2.370370370370370239e+01,-1.324322562028410921e+01,2.956511728515749482e+01,-1.217295866510636415e+01,-1.052455200585294648e+01
2.374374374374374241e+01,-1.373256063537934679e+01,2.914090091643632263e+01,-1.232225489487102088e+01,-1.066785714008724995e+01
2.378378378378378244e+01,-1.422764601269402363e+01,2.871117912648427151e+01,-1.247566532192613131e+01,-1.080280103672783731e+01
2.382382382382382247e+01,-1.472877776457555754e+01,2.827629710900832904e+01,-1.263329093126685088e+01,-1.092925325849172324e+01
2.386386386386386249e+01,-1.523623654021462315e+01,2.783659962086608886e+01,-1.279520468109792297e+01,-1.104709783856777428e+01
2.390390390390390252e+01,-1.575028762564516427e+01,2.739243098206571148e+01,-1.296145150283366299e+01,-1.115623328061671771e+01
2.394394394394394254e+01,-1.627118094374439750e+01,2.694413507576596345e+01,-1.313204830109797072e+01,-1.125657255877113094e+01
2.398398398398398257e+01,-1.679915105423279087e+01,2.649205534827618536e+01,-1.330698395372433041e+01,-1.134804311763544860e+01
2.402402402402402259e+01,-1.733441715367408520e+01,2.603653480905630602e+01,-1.348621931175580535e+01,-1.143058687228595893e+01
2.406406406406406262e+01,-1.787718307547529051e+01,2.557791603071684605e+01,-1.366968719944503441e+01,-1.150416020827080743e+01
2.410410410410410265e+01,-1.842763728988667538e+01,2.511654114901890367e+01,-1.385729241425424973e+01,-1.156873398160999145e+01
2.414414414414414267e+01,-1.898595290400177404e+01,2.465275186287417242e+01,-1.404891172685525191e+01,-1.162429351879536732e+01
2.418418418418418270e+01,-1.955228766175739707e+01,2.418688943434492700e+01,-1.424439388112943128e+01,-1.167083861679064327e+01
2.422422422422422272e+01,-2.012678394393359937e+01,2.371929468864403390e+01,-1.444355959416775725e+01,-1.170838354303138296e+01
2.426426426426426275e+01,-2.070956876815371928e+01,2.325030801413493720e+01,-1.464620155627077480e+01,-1.173695703542500546e+01
2.430430430430430278e+01,-2.130075378888436077e+01,2.278026936233167632e+01,-1.485208443094862218e+01,-1.175660230235078707e+01
2.434434434434434280e+01,-2.190043529743537221e+01,2.230951824789887183e+01,-1.506094485492100610e+01,-1.176737702265985419e+01
2.438438438438438283e+01,-2.250869422195989600e+01,2.183839374865173610e+01,-1.527249143811722298e+01,-1.176935334567519220e+01
2.442442442442442285e+01,-2.312559612745431892e+01,2.136723450555606263e+01,-1.548640476367614482e+01,-1.176261789119164192e+01
2.446446446446446288e+01,-2.375119121575830761e+01,2.089637872272822960e+01,-1.570233738794623157e+01,-1.174727174947589425e+01
2.450450450450450290e+01,-2.438551432555477660e+01,2.042616416743521057e+01,-1.591991384048551694e+01,-1.172343048126650089e+01
2.454454454454454293e+01,-2.502858493236992388e+01,1.995692817009456377e+01,-1.613873062406161552e+01,-1.169122411777386539e+01
2.458458458458458296e+01,-2.568040714857319884e+01,1.948900762427441791e+01,-1.635835621465173517e+01,-1.165079716068024496e+01
2.462462462462462298e+01,-2.634096972337733078e+01,1.902273898669351127e+01,-1.657833106144265045e+01,-1.160230858213975758e+01
2.466466466466466301e+01,-2.701024604283829333e+01,1.855845827722115970e+01,-1.679816758683072564e+01,-1.154593182477836955e+01
2.470470470470470303e+01,-2.768819412985534711e+01,1.809650107887726023e+01,-1.701735018642190056e+01,-1.148185480169390438e+01
2.474474474474474306e+01,-2.837475664417100774e+01,1.763720253783229808e+01,-1.723533522903170123e+01,-1.141027989645604457e+01
2.478478478478478308e+01,-2.906986088237105648e+01,1.718089736340735385e+01,-1.745155105668523632e+01,-1.133142396310632272e+01
2.482482482482482311e+01,-2.977341877788454028e+01,1.672791982807408218e+01,-1.766539798461718291e+01,-1.124551832615812685e+01
2.486486486486486314e+01,-3.048532690098376818e+01,1.627860376745473303e+01,-1.787624830127181852e+01,-1.115280878059670044e+01
2.490490490490490316e+01,-3.120546645878432201e+01,1.583328258032213753e+01,-1.808344626830298907e+01,-1.105355559187914594e+01
2.494494494494494319e+01,-3.193370329524504925e+01,1.539228922859972215e+01,-1.828630812057411603e+01,-1.094803349593441588e+01
2.498498498498498321e+01,-3.266988787947308026e+01,1.495595622520629853e+01,-1.848412197675138202e+01,-1.083653168262180522e+01
2.502502502502502324e+01,-3.341366322796518773e+01,1.452438097829549690e+01,-1.867448574701834119e+01,-1.071907437416091646e+01
2.506506506506506327e+01,-3.416470401139115154e+01,1.409760381403143725e+01,-1.885478406930671369e+01,-1.059577976521720366e+01
2.510510510510510329e+01,-3.492279551322017284e+01,1.367585036240049945e+01,-1.902374594711932687e+01,-1.046707013187499236e+01
2.514514514514514332e+01,-3.568760055830091460e+01,1.325933124102159510e+01,-1.917990431972724963e+01,-1.033336032585323849e+01
2.518518518518518334e+01,-3.645865951286143769e+01,1.284824205514617113e+01,-1.932159606216976044e+01,-1.019505777450552664e+01
2.522522522522522337e+01,-3.723539028450925059e+01,1.244276339765820971e+01,-1.944696198525437225e+01,-1.005256248082006998e+01
2.526526526526526339e+01,-3.801708832223128098e+01,1.204306084907423013e+01,-1.955394683555682533e+01,-9.906267023419715656e+00
2.530530530530530342e+01,-3.880292661639390417e+01,1.164928497754328163e+01,-1.964029929542107666e+01,-9.756556556561932325e+00
2.534534534534534345e+01,-3.959195569874289333e+01,1.126157133884694872e+01,-1.970357198295930701e+01,-9.603808810138824370e+00
2.538538538538538347e+01,-4.038310364240346217e+01,1.088004047639935479e+01,-1.974112145205194224e+01,-9.448394089677123020e+00
2.542542542542542350e+01,-4.117517606188025070e+01,1.050479792124715317e+01,-1.975010819234760717e+01,-9.290675276338188127e+00
2.546546546546546352e+01,-4.196685611305734653e+01,1.013593419206953250e+01,-1.972749662926317171e+01,-9.131007826918009940e+00
2.550550550550550355e+01,-4.275670449319824229e+01,9.773524795178218483e+00,-1.967005512398371536e+01,-8.969739773847207331e+00
2.554554554554554358e+01,-4.354315944094585689e+01,9.417630224517470339e+00,-1.957435597346255562e+01,-8.807211725191031348e+00
2.558558558558558360e+01,-4.432453673632254265e+01,9.068295961664077254e+00,-1.943677541042123380e+01,-8.643756864649356331e+00
2.562562562562562363e+01,-4.509902970073009953e+01,8.725552475827374366e+00,-1.925349360334950788e+01,-8.479700951556690569e+00
2.566566566566566721e+01,-4.586470919694978221e+01,8.389415223849187697e+00,-1.902049465650534188e+01,-8.315362320882158542e+00
2.570570570570570723e+01,-4.661952362914212245e+01,8.059884650203976264e+00,-1.873356660991499822e+01,-8.151051883229552431e+00
2.574574574574574726e+01,-4.736129894284722752e+01,7.736946186998642006e+00,-1.838830143937289208e+01,-7.987073124837253957e+00
2.578578578578578728e+01,-4.808773862498460261e+01,7.420570253972650576e+00,-1.798009505644168726e+01,-7.823722107578285900e+00
2.582582582582582731e+01,-4.879642370385318628e+01,7.110712258498001148e+00,-1.750414730845227140e+01,-7.661287468960303215e+00
2.586586586586586733e+01,-4.948481274913129369e+01,6.807312595579228187e+00,-1.695546197850376657e+01,-7.500050422125588589e+00
2.590590590590590736e+01,-5.015024187187673732e+01,6.510296647853405005e+00,-1.632884678546350443e+01,-7.340284755851053333e+00
2.594594594594594739e+01,-5.078986126921741118e+01,6.219605184753687510e+00,-1.561958510240028453e+01,-7.182179044645693011e+00
2.598598598598598741e+01,-5.139967096344098962e+01,5.935487490111470699e+00,-1.482912751330162138e+01,-7.025036892733170113e+00
2.602602602602602744e+01,-5.197556246033039429e+01,5.657812629817172478e+00,-1.394879417824812862e+01,-6.868978171877194505e+00
2.606606606606606746e+01,-5.251339928413638347e+01,5.386354207111990533e+00,-1.296734972982338618e+01,-6.714299363490124684e+00
2.610610610610610749e+01,-5.300880809595910392e+01,5.120933972644623466e+00,-1.187436284276172138e+01,-6.561118426933908232e+00
2.614614614614614752e+01,-5.345717869374807663e+01,4.861421824471261921e+00,-1.066020623394818934e+01,-6.409374799520087151e+00
2.618618618618618754e+01,-5.385366401230222522e+01,4.607735808055599236e+00,-9.316056662418594314e+00,-6.258829396509795195e+00
2.622622622622622757e+01,-5.419318012326984046e+01,4.359842116268824341e+00,-7.833894929359471959e+00,-6.109064611113758758e+00
2.626626626626626759e+01,-5.447040623514859448e+01,4.117755089389623535e+00,-6.206505878108107055e+00,-5.959484314492295098e+00
2.630630630630630762e+01,-5.467978469328555491e+01,3.881537215104178262e+00,-4.427478394152510432e+00,-5.809313855755315004e+00
2.634634634634634764e+01,-5.481552097987716365e+01,3.651299128506173108e+00,-2.491205405131438955e+00,-5.657600061962321902e+00
2.638638638638638767e+01,-5.487158371396923684e+01,3.427199612096784254e+00,-3.928838808344017330e-01,-5.503211238122410975e+00
2.642642642642642770e+01,-5.484170465145700035e+01,3.209445595784689687e+00,1.871485166798381172e+00,-5.344837167194268268e+00
2.646646646646646772e+01,-5.471937868508501879e+01,2.998292156886062099e+00,4.305096683675928126e+00,-5.180989110086175131e+00
2.650650650650650775e+01,-5.449786384444728782e+01,2.794042520124571993e+00,6.910341573556530115e+00,-5.009999805656002891e+00
2.654654654654654777e+01,-5.417018129598714182e+01,2.597048057631388573e+00,9.688806698047732979e+00,-4.830023470711215516e+00
2.658658658658658780e+01,-5.372911534299734626e+01,2.407708288945179298e+00,1.264127487660632632e+01,-4.639035800008871391e+00
2.662662662662662783e+01,-5.316721342561999109e+01,2.226470881012105885e+00,1.576772488653841009e+01,-4.434833966255617099e+00
2.666666666666666785e+01,-5.247678612084660443e+01,2.053831648185830971e+00,1.906733146299928805e+01,-4.215036620107692755e+00
2.670670670670670788e+01,-5.164990714251805315e+01,1.890334552227511011e+00,2.253846529899356810e+01,-3.977083890170935998e+00
2.674674674674674790e+01,-5.067841334132462094e+01,1.736571702305803377e+00,2.617869304537509478e+01,-3.718237383000769558e+00
2.678678678678678793e+01,-4.955521855041769186e+01,1.593286158111941964e+00,2.997730733235608724e+01,-3.435882842327039555e+00
2.682682682682682795e+01,-4.827811905532495018e+01,1.461762185358648658e+00,3.387542588344894057e+01,-3.127835397424380659e+00
2.686686686686686798e+01,-4.684393718176796995e+01,1.343214114759242683e+00,3.780497229371737689e+01,-2.790977930272451335e+00
2.690690690690690801e+01,-4.525235983387020156e+01,1.238851760435204064e+00,4.169545267943533418e+01,-2.422901903076257746e+00
2.694694694694694803e+01,-4.350639255198738908e+01,1.149907253826714770e+00,4.547257854104334740e+01,-2.022045655719988844e+00
2.698698698698698806e+01,-4.161235951270760580e+01,1.077635043692661831e+00,4.905826676314858759e+01,-1.587694405767022587e+00
2.702702702702702808e+01,-3.957990352885120444e+01,1.023311896110635555e+00,5.237063961452487604e+01,-1.119980248459921501e+00
2.706706706706706811e+01,-3.742198604947087404e+01,9.882368944769301944e-01,5.532402474811265591e+01,-6.198821567204335636e-01
2.710710710710710813e+01,-3.515488715985156176e+01,9.737314395065423955e-01,5.782895520101898512e+01,-8.922598114949575887e-02
2.714714714714714816e+01,-3.279819136419002490e+01,9.811377921999143714e-01,5.979208925540332586e+01,4.693187044635906413e-01
2.718718718718718819e+01,-3.037267257155057365e+01,1.011409638939342992e+00,6.111867643832626840e+01,1.052441397430577297e+00
