# time,x1,x2,y1,y2,z1,z2,vx1,vx2,vy1,vy2,vz1,vz2
1.990199019901990107e+00,-4.450708663177438962e-01,4.549777146094859392e-01,6.040371284106838684e-02,4.779651329937148474e-02,-3.910623815403117542e-01,-5.171343769572805948e-01,2.994002315376291801e-01,-3.548225052126586787e-01,4.845095300478172856e-02,1.893279660822403624e-03,-1.549046995218316194e-02,-4.810672033917761659e-01
1.992199219921992226e+00,-4.444696833070314601e-01,4.542651598188374162e-01,6.050058684331682118e-02,4.780034618673463520e-02,-3.910937415278284424e-01,-5.180961480936501218e-01,3.015572875706906131e-01,-3.574589070308447636e-01,4.842085839377180401e-02,1.930061963167873859e-03,-1.579141606228245606e-02,-4.806993803683214939e-01
1.994199419941994122e+00,-4.438641528605273279e-01,4.535472914955546164e-01,6.059739822044869773e-02,4.780425561590690570e-02,-3.911257277665106113e-01,-5.190571538119284067e-01,3.037196702409625804e-01,-3.601018191833995075e-01,4.839041379939182375e-02,1.967272022965628475e-03,-1.609586200608227602e-02,-4.803272797703439512e-01
1.996199619961996241e+00,-4.432542642182804027e-01,4.528240964885861253e-01,6.069414626166863558e-02,4.780824245563822239e-02,-3.911583473643123199e-01,-5.200173854246162852e-01,3.058874401118999997e-01,-3.627513156923229398e-01,4.835961592786558461e-02,2.004913865942142305e-03,-1.640384072134466048e-02,-4.799508613405787938e-01
1.998199819981998138e+00,-4.426400065356329572e-01,4.520955615433504549e-01,6.079083025236323157e-02,4.781230757934493841e-02,-3.911916074673673083e-01,-5.209768341975500316e-01,3.080606581900371399e-01,-3.654074711211572346e-01,4.832846145028724810e-02,2.042991560760107697e-03,-1.671538549712801511e-02,-4.795700843923991208e-01
2.000200020002000034e+00,-4.420213688832207999e-01,4.513616733017355442e-01,6.088744947410117125e-02,4.781645186510980611e-02,-3.912255152599888874e-01,-5.219354913499023585e-01,3.102393859249898966e-01,-3.680703605749883756e-01,4.829694700262131962e-02,2.081509219018465306e-03,-1.703052997378731032e-02,-4.791849078098155412e-01
2.002200220022002153e+00,-4.413983402469727202e-01,4.506224183020990370e-01,6.098400320463313179e-02,4.782067619568197703e-02,-3.912600779646703275e-01,-5.228933480541817502e-01,3.124236852094547379e-01,-3.707400597004453791e-01,4.826506918570264842e-02,2.120470995252390217e-03,-1.734930814297395985e-02,-4.787952900474763407e-01
2.004200420042004271e+00,-4.407709095281112655e-01,4.498777829792683924e-01,6.108049071789183049e-02,4.782498145847703663e-02,-3.912953028420844137e-01,-5.238503954362321302e-01,3.146136183792082042e-01,-3.734166446856996280e-01,4.823282456523646927e-02,2.159881086933281100e-03,-1.767175434763579647e-02,-4.784011891306674258e-01
2.006200620062006390e+00,-4.401390655431521304e-01,4.491277536645405521e-01,6.117691128399199707e-02,4.782936854557696266e-02,-3.913311971910838349e-01,-5.248066245752339709e-01,3.168092482131077414e-01,-3.761001922604658154e-01,4.820020967179833304e-02,2.199743734468777561e-03,-1.799790328201713446e-02,-4.780025626553124352e-01
2.008200820082008065e+00,-4.395027970239046011e-01,4.483723165856824400e-01,6.127326416923038754e-02,4.783383835373013898e-02,-3.913677683487007397e-01,-5.257620265037030727e-01,3.190106379330910902e-01,-3.787907796960010010e-01,4.816722100083417613e-02,2.240063221202744526e-03,-1.832778999165868283e-02,-4.775993677879727395e-01
2.010201020102010183e+00,-4.388620926174707226e-01,4.476114578669300181e-01,6.136954863608583971e-02,4.783839178435138340e-02,-3.914050236901472912e-01,-5.267165922074916740e-01,3.212178512041780065e-01,-3.814884848051071642e-01,4.813385501266026489e-02,2.280843873415308240e-03,-1.866144987339783679e-02,-4.771915612658471639e-01
2.012201220122012302e+00,-4.382169408862465754e-01,4.468451635289893975e-01,6.146576394321916215e-02,4.784302974352189902e-02,-3.914429706288151123e-01,-5.276703126257875631e-01,3.234309521344672089e-01,-3.841933859421272635e-01,4.810010813246322348e-02,2.322090060322802053e-03,-1.899891867536824056e-02,-4.767790993967722102e-01
2.014201420142014420e+00,-4.375673303079212761e-01,4.460734194890362825e-01,6.156190934547320359e-02,4.784775314198930901e-02,-3.914816166162757294e-01,-5.286231786511145225e-01,3.256500052751388208e-01,-3.869055620029482334e-01,4.806597675030004069e-02,2.363806194077802854e-03,-1.934023249700006844e-02,-4.763619380592221675e-01
2.016201620162016095e+00,-4.369132492754774777e-01,4.452962115607160820e-01,6.165798409387283213e-02,4.785256289516764266e-02,-3.915209691422802951e-01,-5.295751811293319955e-01,3.278750756204532046e-01,-3.896250924249990422e-01,4.803145722109805615e-02,2.405996729769111983e-03,-1.968542778901987561e-02,-4.759400327023090571e-01
2.018201820182018214e+00,-4.362546860971907581e-01,4.445135254541434655e-01,6.175398743562500459e-02,4.785745992313734237e-02,-3.915610357347596993e-01,-5.305263108596360855e-01,3.301062286077524055e-01,-3.923520571872536333e-01,4.799654586465495337e-02,2.448666165421796437e-03,-2.003454135345093118e-02,-4.755133383457822438e-01
2.020202020202020332e+00,-4.355916289966305088e-01,4.437253467759031400e-01,6.184991861411862774e-02,4.786244515064526361e-02,-3.916018239598245132e-01,-5.314765585945578907e-01,3.323435301174578749e-01,-3.950865368102270958e-01,4.796123896563877359e-02,2.491819041997124680e-03,-2.038761034361270819e-02,-4.750818095800289353e-01
2.022202220222022007e+00,-4.349240661126594354e-01,4.429316610290496281e-01,6.194577686892465546e-02,4.786751950710466802e-02,-3.916433414217650455e-01,-5.324259150399647256e-01,3.345870464730720251e-01,-3.978286123559776621e-01,4.792553277358792968e-02,2.535459943392605678e-03,-2.074467226412118198e-02,-4.746454005660741271e-01
2.024202420242024125e+00,-4.342519854994332240e-01,4.421324536131065464e-01,6.204156143579613036e-02,4.787268392659521643e-02,-3.916855957630513974e-01,-5.333743708550602314e-01,3.368368444411787843e-01,-4.005783654281080408e-01,4.788942350291114369e-02,2.579593496442003642e-03,-2.110576497088898981e-02,-4.742040650355801579e-01
2.026202620262026244e+00,-4.335753751264013189e-01,4.413277098240675489e-01,6.213727154666804503e-02,4.787793934786300359e-02,-3.917285946643332406e-01,-5.343219166523834884e-01,3.390929912314414874e-01,-4.033358781717625297e-01,4.785290733288754400e-02,2.624224370915296395e-03,-2.147092667112502143e-02,-4.737577562908472650e-01
2.028202820282028362e+00,-4.328942228783063673e-01,4.405174148543959389e-01,6.223290642965746688e-02,4.788328671432050959e-02,-3.917723458444401508e-01,-5.352685429978094600e-01,3.413555544966048738e-01,-4.061012332736289032e-01,4.781598040766657509e-02,2.669357279518702261e-03,-2.184019592333470358e-02,-4.733064272048131960e-01
2.030203020302030037e+00,-4.322085165551844965e-01,4.397015537930247797e-01,6.232846530906344107e-02,4.788872697404664147e-02,-3.918168570603812184e-01,-5.362142404105489923e-01,3.436246023324935339e-01,-4.088745139619371916e-01,4.777863883626806002e-02,2.714996977894661850e-03,-2.221361163731983349e-02,-4.728500302210535966e-01
2.032203220322032156e+00,-4.315182438723648151e-01,4.388801116253562840e-01,6.242394740536712922e-02,4.789426107978670549e-02,-3.918621361073453824e-01,-5.371589993631493698e-01,3.459002032780141289e-01,-4.116558040064624002e-01,4.774087869258215183e-02,2.761148264621885763e-03,-2.259121307417893618e-02,-4.723885173537813453e-01
2.034203420342034274e+00,-4.308233924604701337e-01,4.380530732332628130e-01,6.251935193523165679e-02,4.789988998895242100e-02,-3.919081908187012631e-01,-5.381028102814933156e-01,3.481824263151526155e-01,-4.144451877185205690e-01,4.770269601536937520e-02,2.807815981215283033e-03,-2.297303984630673368e-02,-4.719218401878473301e-01
2.036203620362036393e+00,-4.301239498654165772e-01,4.372204233950862662e-01,6.261467811150216167e-02,4.790561466362192738e-02,-3.919550290659972180e-01,-5.390456635447993250e-01,3.504713408689761889e-01,-4.172427499509716031e-01,4.766408680826059174e-02,2.855005012126012737e-03,-2.335913191739452319e-02,-4.714499498787400600e-01
2.038203820382038067e+00,-4.294199035484137505e-01,4.363821467856383585e-01,6.270992514320584965e-02,4.791143607053975628e-02,-3.920026587589612310e-01,-5.399875494856218872e-01,3.527670168076318946e-01,-4.200485760982174410e-01,4.762504703975704856e-02,2.902720284741452765e-03,-2.374952960242994113e-02,-4.709727971525856649e-01
2.040204020402040186e+00,-4.287112408859641288e-01,4.355382279761999542e-01,6.280509223555194587e-02,4.791735518111685938e-02,-3.920510878455011894e-01,-5.409284583898519294e-01,3.550695244423491270e-01,-4.228627520962052744e-01,4.758557264323030889e-02,2.950966769385252302e-03,-2.414427356769738992e-02,-4.704903323061476739e-01
2.042204220422042305e+00,-4.279979491698640004e-01,4.346886514345220109e-01,6.290017858993172950e-02,4.792337297143059449e-02,-3.921003243117044956e-01,-5.418683804967155959e-01,3.573789345274364093e-01,-4.256853644224229960e-01,4.754565951692230064e-02,2.999749479317258532e-03,-2.454340483077744467e-02,-4.700025052068276255e-01
2.044204420442044423e+00,-4.272800156072028011e-01,4.338334015248250797e-01,6.299518340391845050e-02,4.792949042222473949e-02,-3.921503761818383449e-01,-5.428073059987752469e-01,3.596953182602833365e-01,-4.285165000959025861e-01,4.750530352394532335e-02,3.049073470733567812e-03,-2.494696476054724527e-02,-4.695092652926645127e-01
2.046204620462046098e+00,-4.265574273203636690e-01,4.329724625077994160e-01,6.309010587126739900e-02,4.793570851890945755e-02,-3.922012515183497250e-01,-5.437452250419289035e-01,3.620187472813596319e-01,-4.313562466772180026e-01,4.746450049228201351e-02,3.098943842766495316e-03,-2.535499507718029510e-02,-4.690105615723352273e-01
2.048204820482048216e+00,-4.258301713470223904e-01,4.321058185406045915e-01,6.318494518191594689e-02,4.794202825156135966e-02,-3.922529584218652499e-01,-5.446821277254109139e-01,3.643492936742172006e-01,-4.342046922684884569e-01,4.742324621478535840e-02,3.149365737484629245e-03,-2.576753785214684275e-02,-4.685063426251538932e-01
2.050205020502050335e+00,-4.250982346401488421e-01,4.312334536768702153e-01,6.327970052198345075e-02,4.794845061492342131e-02,-3.923055050311912706e-01,-5.456180041017912874e-01,3.666870299654871879e-01,-4.370619255133739167e-01,4.738153644917870999e-02,3.200344339892754932e-03,-2.618463550821332336e-02,-4.679965566010726441e-01
2.052205220522052009e+00,-4.243616040680059376e-01,4.303553518666956013e-01,6.337437107377127954e-02,4.795497660840507270e-02,-3.923588995233138199e-01,-5.465528441769756940e-01,3.690320291248810891e-01,-4.399280355970775491e-01,4.733936691805577801e-02,3.251884877931893441e-03,-2.660633081944264663e-02,-4.674811512206812347e-01
2.054205420542054128e+00,-4.236202664141497376e-01,4.294714969566491569e-01,6.346895601576289792e-02,4.796160723608212245e-02,-3.924131501133987787e-01,-5.474866379102062419e-01,3.713843645651928038e-01,-4.428031122463475522e-01,4.729673330888060218e-02,3.303992622479335391e-03,-2.703266691119444315e-02,-4.669600737752068187e-01
2.056205620562056247e+00,-4.228742083774300053e-01,4.285818726897694941e-01,6.356345452262372742e-02,4.796834350669679226e-02,-3.924682650547915430e-01,-5.484193752140605893e-01,3.737441101422953049e-01,-4.456872457294727696e-01,4.725363127398758689e-02,3.356672887348570271e-03,-2.746368726012455436e-02,-4.664332711265144482e-01
2.058205820582058365e+00,-4.221234165719897624e-01,4.276864627055648183e-01,6.365786576520124362e-02,4.797518643365773772e-02,-3.925242526390174680e-01,-5.493510459544521662e-01,3.761113401551428037e-01,-4.485805268562862436e-01,4.721005643058150819e-02,3.409931029289333705e-03,-2.789943569418534483e-02,-4.659006897071068520e-01
2.060206020602060040e+00,-4.213678775272655663e-01,4.267852505400129837e-01,6.375218891052493453e-02,4.798213703503999283e-02,-3.925811211957813684e-01,-5.502816399506305078e-01,3.784861293457691955e-01,-4.514830469781629940e-01,4.716600436073748598e-02,3.463772447987583606e-03,-2.833995639262557042e-02,-4.653622755201243244e-01
2.062206220622062158e+00,-4.206075776879866779e-01,4.258782196255609942e-01,6.384642312180638379e-02,4.798919633358502551e-02,-3.926388790929679629e-01,-5.512111469751812542e-01,3.808685528992911129e-01,-4.543948979880231831e-01,4.712147061140097015e-02,3.518202586065550478e-03,-2.878529388599074951e-02,-4.648179741393446696e-01
2.064206420642064277e+00,-4.198425034141763934e-01,4.249653532911262244e-01,6.394056755843911810e-02,4.799636535670069593e-02,-3.926975347366416513e-01,-5.521395567540255955e-01,3.832586864439040397e-01,-4.573161723203277851e-01,4.707645069438778918e-02,3.573226929081660657e-03,-2.923549305612255927e-02,-4.642677307091835903e-01
2.066206620662066396e+00,-4.190726409811511011e-01,4.240466347620953647e-01,6.403462137599874593e-02,4.800364513646128428e-02,-3.927570965710464601e-01,-5.530668589664207158e-01,3.856566060508845872e-01,-4.602469629510818616e-01,4.703094008638411538e-02,3.628851005530587485e-03,-2.969059913615923821e-02,-4.637114899446942995e-01
2.068206820682068070e+00,-4.182979765795208360e-01,4.231220471603250322e-01,6.412858372624284653e-02,4.801103670960747694e-02,-3.928175730786062636e-01,-5.539930432449595710e-01,3.880623882345894393e-01,-4.631873633978322302e-01,4.698493422894650662e-02,3.685080386843227890e-03,-3.015065771053538832e-02,-4.631491961315679085e-01
2.070207020702070189e+00,-4.175184963151882256e-01,4.221915735041408269e-01,6.422245375711112259e-02,4.801854111754638027e-02,-3.928789727799245068e-01,-5.549180991755717773e-01,3.904761099524576839e-01,-4.661374677196712391e-01,4.693842852850180908e-02,3.741920687386747924e-03,-3.061571471498237065e-02,-4.625807931261326500e-01
2.072207220722072307e+00,-4.167341862093500993e-01,4.212551967083386639e-01,6.431623061272523367e-02,4.802615940635149294e-02,-3.929413042337845385e-01,-5.558420162975217238e-01,3.928978486050074270e-01,-4.690973705172319930e-01,4.689141835634726835e-02,3.799377564464514242e-03,-3.108581643652772938e-02,-4.620062243553549886e-01
2.074207420742074426e+00,-4.159450321984962118e-01,4.203128995841839410e-01,6.440991343338886566e-02,4.803389262676273364e-02,-3.930045760371492225e-01,-5.567647841034103484e-01,3.953276820358376242e-01,-4.720671669326911846e-01,4.684389904865048776e-02,3.857456718316137467e-03,-3.156100951349556649e-02,-4.614254328168387875e-01
2.076207620762076100e+00,-4.151510201344099649e-01,4.193646648394118159e-01,6.450350135558774456e-02,4.804174183418642718e-02,-3.930687968251612707e-01,-5.576863920391741392e-01,3.977656885316277480e-01,-4.750469526497680950e-01,4.679586590644941452e-02,3.916163892117451376e-03,-3.204134093550631279e-02,-4.608383610788256424e-01
2.078207820782078219e+00,-4.143521357841675190e-01,4.184104750782266513e-01,6.459699351198966433e-02,4.804970808869531845e-02,-3.931339752711431323e-01,-5.586068295040863552e-01,4.002119468221394527e-01,-4.780368238937266478e-01,4.674731419565231888e-02,3.975504871980561905e-03,-3.252685804347722753e-02,-4.602449512801944920e-01
2.080208020802080338e+00,-4.135483648301389592e-01,4.174503128013028475e-01,6.469038903144440356e-02,4.805779245502855151e-02,-3.932001200865968271e-01,-5.595260858507551394e-01,4.026665360802130778e-01,-4.810368774313721896e-01,4.669823914703787049e-02,4.035485486953774292e-03,-3.301760852962168369e-02,-4.596451451304623959e-01
2.082208220822082012e+00,-4.127396928699877954e-01,4.164841604057847868e-01,6.478368703898375325e-02,4.806599600259167659e-02,-3.932672400212042230e-01,-5.604441503851246287e-01,4.051295359217699787e-01,-4.840472105710529882e-01,4.664863595625508980e-02,4.096111609021620831e-03,-3.351364043744953225e-02,-4.590388839097839235e-01
2.084208420842084131e+00,-4.119261054166702407e-01,4.155120001852856126e-01,6.487688665582158620e-02,4.807431980545667088e-02,-3.933353438628268695e-01,-5.613610123664758422e-01,4.076010264058136934e-01,-4.870679211626617877e-01,4.659849978382330643e-02,4.157389153104915080e-03,-3.401500216176739366e-02,-4.584261084689509880e-01
