0.000000000000000000e+00,4.500000000000000000e+01,-1.500000000000000000e+02,5.999999999999999289e+01,8.000000000000000000e+01
4.004004004004003969e-02,3.891382383792635835e+01,-1.536264037398870244e+02,6.276329677172437727e+01,5.629732991960707977e+01
8.008008008008007939e-02,3.272332497873807711e+01,-1.553125491949198533e+02,6.438974385780899468e+01,2.357251532420251650e+01
1.201201201201201191e-01,2.649468718176239079e+01,-1.554808942744124920e+02,6.456678180790099475e+01,-1.582494912854758518e+01
1.601601601601601588e-01,2.028864584294518636e+01,-1.542073402450628805e+02,6.306056810466773044e+01,-6.001827182757686074e+01
2.002002002002001846e-01,1.416801130223858074e+01,-1.513400514084575263e+02,5.971816048053055681e+01,-1.071039023545590538e+02
2.402402402402402382e-01,8.196881968338168178e+00,-1.465197276390267973e+02,5.447080027746036279e+01,-1.551822696629637619e+02
2.802802802802802917e-01,2.459216634158456483e+00,-1.393085733190552560e+02,4.731242800664985282e+01,-2.031827482503048259e+02
3.203203203203203175e-01,-2.925181738287150335e+00,-1.293877001039117260e+02,3.822602183276262622e+01,-2.504035422619609790e+02
3.603603603603603434e-01,-7.859597906653384314e+00,-1.170860116609563590e+02,2.727381940493920354e+01,-2.953481129929209601e+02
4.004004004004003692e-01,-1.227701226284471581e+01,-1.034421206350991582e+02,1.461103660912493574e+01,-3.356794839784277542e+02
4.404404404404404505e-01,-1.614469440001008138e+01,-9.026805610989435991e+01,4.821217913967299484e-01,-3.681514699611281003e+02
4.804804804804804763e-01,-1.955711792741121258e+01,-8.080860185882698943e+01,-1.465200186362394241e+01,-3.859479003578628635e+02
5.205205205205205576e-01,-2.271024981790760577e+01,-7.736516458981188293e+01,-3.012198965319590727e+01,-3.839405215440964412e+02
5.605605605605605835e-01,-2.582977958643890304e+01,-7.969342866102205392e+01,-4.517675256383690652e+01,-3.635484768104317368e+02
6.006006006006006093e-01,-2.912671993587177610e+01,-8.513630964043085214e+01,-5.912543714921014981e+01,-3.319518439895174424e+02
6.406406406406406351e-01,-3.264999005091672046e+01,-9.083012771000296937e+01,-7.171226233748062384e+01,-2.959459464377410995e+02
6.806806806806806609e-01,-3.637606893513387973e+01,-9.508057823638129946e+01,-8.283306524299055695e+01,-2.596294229062327190e+02
7.207207207207206867e-01,-4.023376040233885931e+01,-9.709195955614703166e+01,-9.251399172972028850e+01,-2.248597544570219497e+02
7.607607607607607125e-01,-4.412334715496979953e+01,-9.681001728116000038e+01,-1.008518625494510843e+02,-1.920907195091531037e+02
8.008008008008007383e-01,-4.795916651242576023e+01,-9.445094047898038525e+01,-1.079279669563354531e+02,-1.618516041095707578e+02
8.408408408408408752e-01,-5.166352506905248276e+01,-9.030531545887134826e+01,-1.138493036912809089e+02,-1.343451559305150340e+02
8.808808808808809010e-01,-5.517078772811238707e+01,-8.466747852615623060e+01,-1.187267217646100050e+02,-1.097034627561197198e+02
9.209209209209209268e-01,-5.842737916222915118e+01,-7.783550412034672661e+01,-1.226749148063315999e+02,-8.798802426849636049e+01
9.609609609609609526e-01,-6.139132690640392553e+01,-7.009864724330810759e+01,-1.258109455548786855e+02,-6.918114137313359890e+01
1.001001001001001089e+00,-6.403057315706955421e+01,-6.165184932518371852e+01,-1.282472515367166181e+02,-5.309613717532609911e+01
1.041041041041041115e+00,-6.632153237440340376e+01,-5.265340701212790719e+01,-1.300904513100173574e+02,-3.944211676661719679e+01
1.081081081081081141e+00,-6.824491243423548781e+01,-4.324298869541109269e+01,-1.314328038594251780e+02,-2.790203981005953437e+01
1.121121121121121167e+00,-6.978541679000963427e+01,-3.353888887558790799e+01,-1.323514518535521631e+02,-1.813383967167722943e+01
1.161161161161161193e+00,-7.093174447278343564e+01,-2.363802816249711469e+01,-1.329084216449781763e+02,-9.770423420465839115e+00
1.201201201201201219e+00,-7.167659009122836267e+01,-1.361595327526165988e+01,-1.331506232702509465e+02,-2.419671828392398805e+00
1.241241241241241244e+00,-7.201664383162963645e+01,-3.526837042288574864e+00,-1.331098504498859256e+02,4.335560629604588101e+00
1.281281281281281270e+00,-7.195259145788632793e+01,6.596521598730888059e+00,-1.328027805883663461e+02,1.093744577561526121e+01
1.321321321321321296e+00,-7.149038543549906422e+01,1.667731659514567610e+01,-1.322267759030208651e+02,1.779434229680749624e+01
1.361361361361361322e+00,-7.063166598815233499e+01,2.660911777143939716e+01,-1.313571576913679735e+02,2.531502758745162041e+01
1.401401401401401348e+00,-6.937577480157159471e+01,3.635789036888898806e+01,-1.301583814983652019e+02,3.397086064635222158e+01
1.441441441441441373e+00,-6.772861966687570145e+01,4.585725213254435317e+01,-1.285813376637659928e+02,4.417684435705029244e+01
1.481481481481481399e+00,-6.570273346481803856e+01,5.500734412747688395e+01,-1.265632982816449896e+02,5.629049132676793477e+01
1.521521521521521425e+00,-6.331727416578644352e+01,6.367483073877941990e+01,-1.240279172003979511e+02,7.061182388640838781e+01
1.561561561561561451e+00,-6.059802482980331462e+01,7.169289967156622367e+01,-1.208852300227418937e+02,8.738337409055598926e+01
1.601601601601601477e+00,-5.757739360652551142e+01,7.886126195097303082e+01,-1.170316541057149919e+02,1.067901837174762960e+02
1.641641641641641725e+00,-5.429441373524437608e+01,8.494615192215708532e+01,-1.123499885606766640e+02,1.289598042691158923e+02
1.681681681681681750e+00,-5.079471762703632720e+01,8.968088231510468233e+01,-1.067095618881506311e+02,1.539611965361172849e+02
1.721721721721721776e+00,-4.712877140798271824e+01,9.288851968101369039e+01,-1.000145647960770106e+02,1.815568086787937716e+02
