0.000000000000000000e+00,2.999999999999999645e+01,0.000000000000000000e+00
1.001001001001000992e-02,2.998592106363447130e+01,-2.812772043835392033e+00
2.002002002002001985e-02,2.994369623805302183e+01,-5.623149282552502015e+00
3.003003003003002977e-02,2.987337359492325106e+01,-8.428792283038690769e+00
4.004004004004003969e-02,2.977503626469361109e+01,-1.122740763113425189e+01
5.005005005005004615e-02,2.964875671621242859e+01,-1.401654197794523604e+01
6.006006006006005954e-02,2.949463123423825550e+01,-1.679374518150347484e+01
7.007007007007007293e-02,2.931278152030213846e+01,-1.955657773350981543e+01
8.008008008008007939e-02,2.910335469270760456e+01,-2.230261075933412229e+01
9.009009009009008584e-02,2.886652328653070398e+01,-2.502942601801527545e+01
1.001001001001000923e-01,2.860248525361996030e+01,-2.773461590226116869e+01
1.101101101101101126e-01,2.831146396259640952e+01,-3.041578343844873444e+01
1.201201201201201191e-01,2.799370819885357875e+01,-3.307054228662387629e+01
1.301301301301301394e-01,2.764949216455749337e+01,-3.569651674050153645e+01
1.401401401401401459e-01,2.727911547864667341e+01,-3.829134172746571352e+01
1.501501501501501523e-01,2.688290317683214781e+01,-4.085266280856934884e+01
1.601601601601601588e-01,2.646120571159742596e+01,-4.337813617853446146e+01
1.701701701701701652e-01,2.601439895219852261e+01,-4.586542866575204158e+01
1.801801801801801717e-01,2.554288418466395072e+01,-4.831221773228212157e+01
1.901901901901901781e-01,2.504708811179472505e+01,-5.071619147385376181e+01
2.002002002002001846e-01,2.452746285316434438e+01,-5.307504861986500799e+01
2.102102102102102188e-01,2.398448594511881637e+01,-5.538649853338293383e+01
2.202202202202202252e-01,2.341866034077664338e+01,-5.764826121114366231e+01
2.302302302302302317e-01,2.283049491052112856e+01,-5.985858816774080537e+01
2.402402402402402382e-01,2.222049368384644907e+01,-6.201625732747261566e+01
2.502502502502502724e-01,2.158922488277462293e+01,-6.411864665976565902e+01
2.602602602602602788e-01,2.093727530291847572e+01,-6.616316605604895074e+01
2.702702702702702853e-01,2.026524805258000583e+01,-6.814732304216190073e+01
2.802802802802802917e-01,1.957376255275037025e+01,-7.006872277835432783e+01
2.902902902902902982e-01,1.886345453710988451e+01,-7.192506805928637448e+01
